Distribution,Sample Size,Bin Count,CI_HDEM_AMISE_Lower Mean,CI_HDEM_AMISE_Lower CI Lower,CI_HDEM_AMISE_Lower CI Upper,CI_HDEM_AMISE_Mean Mean,CI_HDEM_AMISE_Mean CI Lower,CI_HDEM_AMISE_Mean CI Upper,CI_HDEM_AMISE_Upper Mean,CI_HDEM_AMISE_Upper CI Lower,CI_HDEM_AMISE_Upper CI Upper,CI_HDEM_IMSE_Lower Mean,CI_HDEM_IMSE_Lower CI Lower,CI_HDEM_IMSE_Lower CI Upper,CI_HDEM_IMSE_Mean Mean,CI_HDEM_IMSE_Mean CI Lower,CI_HDEM_IMSE_Mean CI Upper,CI_HDEM_IMSE_Upper Mean,CI_HDEM_IMSE_Upper CI Lower,CI_HDEM_IMSE_Upper CI Upper,CI_HDEM_MAE_Lower Mean,CI_HDEM_MAE_Lower CI Lower,CI_HDEM_MAE_Lower CI Upper,CI_HDEM_MAE_Mean Mean,CI_HDEM_MAE_Mean CI Lower,CI_HDEM_MAE_Mean CI Upper,CI_HDEM_MAE_Upper Mean,CI_HDEM_MAE_Upper CI Lower,CI_HDEM_MAE_Upper CI Upper,CI_HDEM_MIAE_Lower Mean,CI_HDEM_MIAE_Lower CI Lower,CI_HDEM_MIAE_Lower CI Upper,CI_HDEM_MIAE_Mean Mean,CI_HDEM_MIAE_Mean CI Lower,CI_HDEM_MIAE_Mean CI Upper,CI_HDEM_MIAE_Upper Mean,CI_HDEM_MIAE_Upper CI Lower,CI_HDEM_MIAE_Upper CI Upper,CI_HDEM_MISE_Lower Mean,CI_HDEM_MISE_Lower CI Lower,CI_HDEM_MISE_Lower CI Upper,CI_HDEM_MISE_Mean Mean,CI_HDEM_MISE_Mean CI Lower,CI_HDEM_MISE_Mean CI Upper,CI_HDEM_MISE_Upper Mean,CI_HDEM_MISE_Upper CI Lower,CI_HDEM_MISE_Upper CI Upper,CI_HDEM_MSE_Lower Mean,CI_HDEM_MSE_Lower CI Lower,CI_HDEM_MSE_Lower CI Upper,CI_HDEM_MSE_Mean Mean,CI_HDEM_MSE_Mean CI Lower,CI_HDEM_MSE_Mean CI Upper,CI_HDEM_MSE_Upper Mean,CI_HDEM_MSE_Upper CI Lower,CI_HDEM_MSE_Upper CI Upper,CI_HDEM_Normalized MAE_Lower Mean,CI_HDEM_Normalized MAE_Lower CI Lower,CI_HDEM_Normalized MAE_Lower CI Upper,CI_HDEM_Normalized MAE_Mean Mean,CI_HDEM_Normalized MAE_Mean CI Lower,CI_HDEM_Normalized MAE_Mean CI Upper,CI_HDEM_Normalized MAE_Upper Mean,CI_HDEM_Normalized MAE_Upper CI Lower,CI_HDEM_Normalized MAE_Upper CI Upper,CI_HDEM_Normalized MSE_Lower Mean,CI_HDEM_Normalized MSE_Lower CI Lower,CI_HDEM_Normalized MSE_Lower CI Upper,CI_HDEM_Normalized MSE_Mean Mean,CI_HDEM_Normalized MSE_Mean CI Lower,CI_HDEM_Normalized MSE_Mean CI Upper,CI_HDEM_Normalized MSE_Upper Mean,CI_HDEM_Normalized MSE_Upper CI Lower,CI_HDEM_Normalized MSE_Upper CI Upper,CI_Hist_AMISE_Lower Mean,CI_Hist_AMISE_Lower CI Lower,CI_Hist_AMISE_Lower CI Upper,CI_Hist_AMISE_Mean Mean,CI_Hist_AMISE_Mean CI Lower,CI_Hist_AMISE_Mean CI Upper,CI_Hist_AMISE_Upper Mean,CI_Hist_AMISE_Upper CI Lower,CI_Hist_AMISE_Upper CI Upper,CI_Hist_IMSE_Lower Mean,CI_Hist_IMSE_Lower CI Lower,CI_Hist_IMSE_Lower CI Upper,CI_Hist_IMSE_Mean Mean,CI_Hist_IMSE_Mean CI Lower,CI_Hist_IMSE_Mean CI Upper,CI_Hist_IMSE_Upper Mean,CI_Hist_IMSE_Upper CI Lower,CI_Hist_IMSE_Upper CI Upper,CI_Hist_MAE_Lower Mean,CI_Hist_MAE_Lower CI Lower,CI_Hist_MAE_Lower CI Upper,CI_Hist_MAE_Mean Mean,CI_Hist_MAE_Mean CI Lower,CI_Hist_MAE_Mean CI Upper,CI_Hist_MAE_Upper Mean,CI_Hist_MAE_Upper CI Lower,CI_Hist_MAE_Upper CI Upper,CI_Hist_MIAE_Lower Mean,CI_Hist_MIAE_Lower CI Lower,CI_Hist_MIAE_Lower CI Upper,CI_Hist_MIAE_Mean Mean,CI_Hist_MIAE_Mean CI Lower,CI_Hist_MIAE_Mean CI Upper,CI_Hist_MIAE_Upper Mean,CI_Hist_MIAE_Upper CI Lower,CI_Hist_MIAE_Upper CI Upper,CI_Hist_MISE_Lower Mean,CI_Hist_MISE_Lower CI Lower,CI_Hist_MISE_Lower CI Upper,CI_Hist_MISE_Mean Mean,CI_Hist_MISE_Mean CI Lower,CI_Hist_MISE_Mean CI Upper,CI_Hist_MISE_Upper Mean,CI_Hist_MISE_Upper CI Lower,CI_Hist_MISE_Upper CI Upper,CI_Hist_MSE_Lower Mean,CI_Hist_MSE_Lower CI Lower,CI_Hist_MSE_Lower CI Upper,CI_Hist_MSE_Mean Mean,CI_Hist_MSE_Mean CI Lower,CI_Hist_MSE_Mean CI Upper,CI_Hist_MSE_Upper Mean,CI_Hist_MSE_Upper CI Lower,CI_Hist_MSE_Upper CI Upper,CI_Hist_Normalized MAE_Lower Mean,CI_Hist_Normalized MAE_Lower CI Lower,CI_Hist_Normalized MAE_Lower CI Upper,CI_Hist_Normalized MAE_Mean Mean,CI_Hist_Normalized MAE_Mean CI Lower,CI_Hist_Normalized MAE_Mean CI Upper,CI_Hist_Normalized MAE_Upper Mean,CI_Hist_Normalized MAE_Upper CI Lower,CI_Hist_Normalized MAE_Upper CI Upper,CI_Hist_Normalized MSE_Lower Mean,CI_Hist_Normalized MSE_Lower CI Lower,CI_Hist_Normalized MSE_Lower CI Upper,CI_Hist_Normalized MSE_Mean Mean,CI_Hist_Normalized MSE_Mean CI Lower,CI_Hist_Normalized MSE_Mean CI Upper,CI_Hist_Normalized MSE_Upper Mean,CI_Hist_Normalized MSE_Upper CI Lower,CI_Hist_Normalized MSE_Upper CI Upper
expon,10000,10,-4.7089153633376386e-12,,,5.637159101906552e-10,,,1.132140735744648e-09,,,-4.708915363337642e-10,,,5.637159101906552e-08,,,1.132140735744648e-07,,,5.51535520759696e-05,,,0.0001187033102315,,,0.0001822530683871,,,4.616799702443344e-05,,,0.0001296699268226,,,0.0002131718566209,,,-6.035906371065234e-09,,,6.501129214540448e-08,,,1.3605849066187418e-07,,,-4.708915363337642e-10,,,5.637159101906552e-08,,,1.132140735744648e-07,,,5.515355207596959e-09,,,1.1870331023154593e-08,,,1.8225306838712223e-08,,,-4.708915363337778e-14,,,5.637159101906551e-12,,,1.132140735744648e-11,,,5.4455755981452455e-36,,,9.964810160991484e-36,,,1.448404472383772e-35,,,5.445575598145244e-34,,,9.964810160991484e-34,,,1.4484044723837725e-33,,,8.516066367359432e-18,,,1.3250034749945349e-17,,,1.798400313253127e-17,,,8.357412952038386e-18,,,1.2726189664066509e-17,,,1.7094966376094633e-17,,,5.187590001247336e-34,,,9.52530090380304e-34,,,1.3863011806358744e-33,,,5.445575598145244e-34,,,9.964810160991484e-34,,,1.4484044723837725e-33,,,8.51606636735943e-22,,,1.3250034749945349e-21,,,1.7984003132531267e-21,,,5.445575598145243e-38,,,9.964810160991485e-38,,,1.4484044723837725e-37,,
expon,10000,15,-4.593374901453096e-11,,,3.709194625692799e-10,,,7.877726741530906e-10,,,-4.593374901453094e-09,,,3.7091946256927984e-08,,,7.877726741530906e-08,,,3.614675176157936e-05,,,9.113398560123608e-05,,,0.0001461212194408,,,2.1272804967176583e-05,,,5.976204025054739e-05,,,9.82512755339182e-05,,,-3.929491288170193e-09,,,2.4856677740518136e-08,,,5.364284676920647e-08,,,-4.593374901453094e-09,,,3.7091946256927984e-08,,,7.877726741530906e-08,,,3.6146751761579332e-09,,,9.113398560123606e-09,,,1.461212194408928e-08,,,-4.593374901453108e-13,,,3.709194625692798e-12,,,7.877726741530907e-12,,,3.480212369986335e-36,,,9.012884856238349e-36,,,1.4545557342490358e-35,,,3.4802123699863332e-34,,,9.012884856238346e-34,,,1.454555734249036e-33,,,9.323124093910088e-18,,,1.2730340508600633e-17,,,1.6137556923291178e-17,,,5.773929603208886e-18,,,8.11168173120155e-18,,,1.0449433859194215e-17,,,2.165638374551364e-34,,,5.800507267134243e-34,,,9.43537615971712e-34,,,3.4802123699863332e-34,,,9.012884856238346e-34,,,1.454555734249036e-33,,,9.32312409391009e-22,,,1.273034050860063e-21,,,1.6137556923291175e-21,,,3.4802123699863336e-38,,,9.012884856238344e-38,,,1.4545557342490356e-37,,
expon,10000,20,-9.347923332573275e-11,,,2.18583844158148e-10,,,5.306469216420286e-10,,,-9.347923332573276e-09,,,2.18583844158148e-08,,,5.306469216420288e-08,,,2.4042185238045813e-05,,,6.167364787071361e-05,,,9.93051105033814e-05,,,8.357269453118453e-06,,,3.397847941802857e-05,,,5.959968938293869e-05,,,-7.472524024158098e-09,,,1.328565574752882e-08,,,3.4043835519215746e-08,,,-9.347923332573276e-09,,,2.18583844158148e-08,,,5.306469216420288e-08,,,2.40421852380458e-09,,,6.167364787071359e-09,,,9.930511050338138e-09,,,-9.347923332573285e-13,,,2.18583844158148e-12,,,5.306469216420288e-12,,,1.7814228677519814e-36,,,3.607107757982016e-36,,,5.4327926482120507e-36,,,1.781422867751981e-34,,,3.6071077579820156e-34,,,5.4327926482120496e-34,,,5.825952304923151e-18,,,7.74493045651442e-18,,,9.663908608105689e-18,,,2.944242429184997e-18,,,3.912564226987201e-18,,,4.880886024789406e-18,,,9.012330813840907e-35,,,1.8305031181695731e-34,,,2.759773154955056e-34,,,1.781422867751981e-34,,,3.6071077579820156e-34,,,5.4327926482120496e-34,,,5.825952304923153e-22,,,7.744930456514421e-22,,,9.663908608105688e-22,,,1.781422867751981e-38,,,3.6071077579820156e-38,,,5.43279264821205e-38,,
expon,10000,25,3.3922594594086986e-11,,,7.012158344475589e-11,,,1.063205722954248e-10,,,3.392259459408697e-09,,,7.012158344475591e-09,,,1.0632057229542485e-08,,,3.331179483852171e-05,,,4.50097799841508e-05,,,5.67077651297799e-05,,,1.3183835943206792e-05,,,1.7878507109876037e-05,,,2.257317827654528e-05,,,1.3817288177909783e-09,,,2.7293987205805677e-09,,,4.077068623370157e-09,,,3.392259459408697e-09,,,7.012158344475591e-09,,,1.0632057229542485e-08,,,3.3311794838521717e-09,,,4.500977998415081e-09,,,5.6707765129779905e-09,,,3.3922594594086973e-13,,,7.012158344475589e-13,,,1.063205722954248e-12,,,1.8357617095358963e-36,,,2.7608725615167675e-36,,,3.685983413497639e-36,,,1.8357617095358966e-34,,,2.7608725615167677e-34,,,3.685983413497639e-34,,,6.01726864828144e-18,,,7.579223706977166e-18,,,9.141178765672894e-18,,,2.4399946346045797e-18,,,2.9369049185380013e-18,,,3.4338152024714217e-18,,,7.328936362986756e-35,,,1.0681169606145366e-34,,,1.403340284930398e-34,,,1.8357617095358966e-34,,,2.7608725615167677e-34,,,3.685983413497639e-34,,,6.017268648281439e-22,,,7.579223706977168e-22,,,9.141178765672894e-22,,,1.835761709535897e-38,,,2.760872561516768e-38,,,3.685983413497639e-38,,
expon,10000,30,9.04761324799076e-11,,,2.332081677465241e-10,,,3.759402030131407e-10,,,9.047613247990758e-09,,,2.332081677465241e-08,,,3.7594020301314076e-08,,,5.28593445216673e-05,,,7.905595607528943e-05,,,0.0001052525676289,,,1.7208391888807153e-05,,,2.5549397170156967e-05,,,3.389040245150678e-05,,,2.836106895287244e-09,,,7.513116596122604e-09,,,1.2190126296957965e-08,,,9.047613247990758e-09,,,2.332081677465241e-08,,,3.7594020301314076e-08,,,5.28593445216673e-09,,,7.905595607528943e-09,,,1.0525256762891156e-08,,,9.047613247990752e-13,,,2.332081677465241e-12,,,3.759402030131407e-12,,,2.729057063292738e-36,,,3.6504990289097593e-36,,,4.571940994526779e-36,,,2.7290570632927382e-34,,,3.650499028909759e-34,,,4.5719409945267796e-34,,,8.309660443887755e-18,,,9.499146984050706e-18,,,1.0688633524213657e-17,,,2.7003585055782016e-18,,,3.0678678961710624e-18,,,3.435377286763923e-18,,,8.728963496310738e-35,,,1.1837616325812732e-34,,,1.494626915531472e-34,,,2.7290570632927382e-34,,,3.650499028909759e-34,,,4.5719409945267796e-34,,,8.309660443887756e-22,,,9.49914698405071e-22,,,1.0688633524213658e-21,,,2.729057063292737e-38,,,3.650499028909759e-38,,,4.571940994526779e-38,,
expon,10000,50,1.8371602209999632e-10,,,3.0797653089706595e-10,,,4.3223703969413554e-10,,,1.837160220999963e-08,,,3.0797653089706593e-08,,,4.322370396941356e-08,,,8.245750642202533e-05,,,9.60664401116452e-05,,,0.0001096753738012,,,1.4759458826411952e-05,,,1.8330846854558256e-05,,,2.190223488270456e-05,,,3.047842436967601e-09,,,6.065595509338655e-09,,,9.083348581709711e-09,,,1.837160220999963e-08,,,3.0797653089706593e-08,,,4.322370396941356e-08,,,8.245750642202533e-09,,,9.606644011164522e-09,,,1.0967537380126508e-08,,,1.8371602209999625e-12,,,3.079765308970659e-12,,,4.322370396941355e-12,,,9.33460089621436e-37,,,1.6672136221263928e-36,,,2.4009671546313492e-36,,,9.334600896214364e-35,,,1.6672136221263924e-34,,,2.400967154631349e-34,,,4.0599788027952124e-18,,,6.1371806074628236e-18,,,8.214382412130434e-18,,,7.593275658928857e-19,,,1.1920939571041358e-18,,,1.624860348315386e-18,,,1.6829844709430004e-35,,,3.270105023315605e-35,,,4.85722557568821e-35,,,9.334600896214364e-35,,,1.6672136221263924e-34,,,2.400967154631349e-34,,,4.0599788027952106e-22,,,6.137180607462822e-22,,,8.214382412130434e-22,,,9.334600896214364e-39,,,1.6672136221263926e-38,,,2.400967154631349e-38,,
expon,10000,100,4.3022121131594985e-10,,,7.181085027676247e-10,,,1.0059957942192995e-09,,,4.3022121131594994e-08,,,7.181085027676249e-08,,,1.0059957942192996e-07,,,0.0001233891229034,,,0.0001482538043023,,,0.0001731184857012,,,1.0613620377387169e-05,,,1.3467823500132284e-05,,,1.63220266228774e-05,,,3.745916848614354e-09,,,6.646010463347697e-09,,,9.54610407808104e-09,,,4.3022121131594994e-08,,,7.181085027676249e-08,,,1.0059957942192996e-07,,,1.2338912290345721e-08,,,1.4825380430235732e-08,,,1.731184857012574e-08,,,4.302212113159498e-12,,,7.181085027676248e-12,,,1.0059957942192995e-11,,,1.2089854218068465e-36,,,1.575521262609423e-36,,,1.942057103412e-36,,,1.2089854218068463e-34,,,1.5755212626094232e-34,,,1.942057103412e-34,,,5.252684686117986e-18,,,6.53409347028261e-18,,,7.815502254447232e-18,,,4.731074453177082e-19,,,5.832370469022978e-19,,,6.933666484868876e-19,,,1.0775604510017608e-35,,,1.4094536266973746e-35,,,1.7413468023929886e-35,,,1.2089854218068463e-34,,,1.5755212626094232e-34,,,1.942057103412e-34,,,5.252684686117987e-22,,,6.5340934702826095e-22,,,7.815502254447231e-22,,,1.2089854218068462e-38,,,1.575521262609423e-38,,,1.9420571034119997e-38,,
expon,50000,10,-6.686289214031837e-10,,,6.014538387456441e-10,,,1.871536598894472e-09,,,-1.495099719979883e-07,,,1.3448916687634574e-07,,,4.184883057506797e-07,,,-2.805607006998464e-05,,,0.0001034503744312,,,0.0002349568189325,,,-4.333190999641364e-05,,,0.0001275876051314,,,0.0002985071202593,,,-1.9358640493736785e-07,,,1.7247444608233779e-07,,,5.385352971020434e-07,,,-1.495099719979883e-07,,,1.3448916687634574e-07,,,4.184883057506797e-07,,,-5.611214013996933e-10,,,2.069007488625985e-09,,,4.699136378651663e-09,,,-2.9901994399597666e-12,,,2.6897833375269147e-12,,,8.369766115013595e-12,,,1.6153195714096558e-36,,,4.003762622381189e-36,,,6.392205673352722e-36,,,3.6119643670578167e-34,,,8.952685389417159e-34,,,1.4293406411776505e-33,,,6.023500212614953e-18,,,1.1218748098475869e-17,,,1.641399598433678e-17,,,6.6250500462818985e-18,,,1.2666663890016756e-17,,,1.8708277733751617e-17,,,3.999047128480434e-34,,,1.0216716757048096e-33,,,1.6434386385615758e-33,,,3.6119643670578167e-34,,,8.952685389417159e-34,,,1.4293406411776505e-33,,,1.2047000425229911e-22,,,2.2437496196951734e-22,,,3.2827991968673563e-22,,,7.223928734115635e-39,,,1.7905370778834323e-38,,,2.858681282355301e-38,,
expon,50000,15,-1.1907216722490738e-07,,,2.3013315238360215e-07,,,5.793384719921117e-07,,,-2.6625346014311516e-05,,,5.145933726060523e-05,,,0.0001295440205355,,,-0.0006994030840706,,,0.0014779782918772,,,0.0036553596678252,,,-0.0007232002574903,,,0.0014983101861385,,,0.0037198206297674,,,-2.719966449900442e-05,,,5.243575597931226e-05,,,0.0001320711764576,,,-2.6625346014311516e-05,,,5.145933726060523e-05,,,0.0001295440205355,,,-1.3988061681413907e-08,,,2.955956583754573e-08,,,7.310719335650536e-08,,,-5.325069202862312e-10,,,1.029186745212104e-09,,,2.5908804107104394e-09,,,3.761074923630445e-37,,,1.879422951949376e-36,,,3.382738411535707e-36,,,8.410019197707496e-35,,,4.202517479032124e-34,,,7.5640330382934995e-34,,,3.833755947224124e-18,,,7.576178905876105e-18,,,1.1318601864528085e-17,,,3.0776476108809214e-18,,,5.789335085819674e-18,,,8.501022560758428e-18,,,7.095991525128542e-35,,,3.2029147861149803e-34,,,5.696230419717107e-34,,,8.410019197707496e-35,,,4.202517479032124e-34,,,7.5640330382934995e-34,,,7.667511894448251e-23,,,1.515235781175221e-22,,,2.263720372905617e-22,,,1.6820038395414995e-39,,,8.405034958064249e-39,,,1.5128066076586998e-38,,
expon,50000,20,5.266474202368966e-13,,,8.96685893190477e-12,,,1.7407070443572643e-11,,,1.1776194318245969e-10,,,2.0050506116390227e-09,,,3.892339280095586e-09,,,1.288815472741315e-05,,,2.059686885019631e-05,,,2.830558297297947e-05,,,6.786275271904243e-06,,,1.198408146058245e-05,,,1.7181887649260658e-05,,,-2.4024660367664373e-11,,,1.2143000296606204e-09,,,2.452624719688905e-09,,,1.1776194318245969e-10,,,2.0050506116390227e-09,,,3.892339280095586e-09,,,2.57763094548263e-10,,,4.1193737700392606e-10,,,5.661116594595891e-10,,,2.3552388636491863e-15,,,4.0101012232780454e-14,,,7.784678560191172e-14,,,8.76788280793845e-37,,,1.680504889300301e-36,,,2.4842214978067568e-36,,,1.960558197730211e-34,,,3.7577231689962317e-34,,,5.5548881402622524e-34,,,6.261666032610617e-18,,,8.490471916028711e-18,,,1.0719277799446804e-17,,,3.585068262783681e-18,,,4.745732759448551e-18,,,5.906397256113422e-18,,,1.1435808776856406e-34,,,2.096013390461376e-34,,,3.048445903237111e-34,,,1.960558197730211e-34,,,3.7577231689962317e-34,,,5.5548881402622524e-34,,,1.2523332065221235e-22,,,1.6980943832057422e-22,,,2.1438555598893613e-22,,,3.921116395460421e-39,,,7.515446337992462e-39,,,1.1109776280524505e-38,,
expon,50000,25,3.540643960918385e-13,,,4.265561457864393e-12,,,8.177058519636947e-12,,,7.917120580737649e-11,,,9.538085381987887e-10,,,1.828445870590201e-09,,,8.36692851855073e-06,,,1.576754246471168e-05,,,2.316815641087263e-05,,,3.7295683071628986e-06,,,6.817333889088794e-06,,,9.90509947101469e-06,,,4.1950243291703394e-11,,,4.0988322611531505e-10,,,7.778162089389267e-10,,,7.917120580737649e-11,,,9.538085381987887e-10,,,1.828445870590201e-09,,,1.6733857037101462e-10,,,3.153508492942336e-10,,,4.6336312821745253e-10,,,1.5834241161475219e-15,,,1.907617076397577e-14,,,3.656891741180402e-14,,,4.452792107381662e-37,,,7.512142759825565e-37,,,1.0571493412269469e-36,,,9.95674584177994e-35,,,1.679766186765284e-34,,,2.363857789352574e-34,,,4.724469042708355e-18,,,5.956755813434079e-18,,,7.189042584159802e-18,,,2.0769953081030032e-18,,,2.5937860694492182e-18,,,3.1105768307954325e-18,,,4.4320272437341617e-35,,,7.27353152300633e-35,,,1.0115035802278498e-34,,,9.95674584177994e-35,,,1.679766186765284e-34,,,2.363857789352574e-34,,,9.448938085416708e-23,,,1.1913511626868157e-22,,,1.4378085168319605e-22,,,1.9913491683559878e-39,,,3.359532373530568e-39,,,4.7277155787051477e-39,,
expon,50000,30,3.027468540188296e-12,,,1.0158211697674246e-11,,,1.7288954855160197e-11,,,6.769625455603086e-10,,,2.2714451885833162e-09,,,3.865927831606323e-09,,,1.3864272157854992e-05,,,2.279424324211884e-05,,,3.1724214326382695e-05,,,5.022469050061793e-06,,,9.544915900148066e-06,,,1.406736275023434e-05,,,2.3095068897738195e-10,,,9.809297011570395e-10,,,1.730908713336697e-09,,,6.769625455603086e-10,,,2.2714451885833162e-09,,,3.865927831606323e-09,,,2.7728544315709976e-10,,,4.5588486484237674e-10,,,6.344842865276537e-10,,,1.353925091120617e-14,,,4.5428903771666316e-14,,,7.731855663212646e-14,,,4.266428075279465e-37,,,7.729314060991338e-37,,,1.119220004670321e-36,,,9.540023197438472e-35,,,1.7283271659821584e-34,,,2.5026520122204703e-34,,,3.950386302230803e-18,,,5.5585690130616195e-18,,,7.166751723892438e-18,,,1.6012650562932206e-18,,,2.210356635946896e-18,,,2.819448215600571e-18,,,3.887662600369598e-35,,,6.876940038803384e-35,,,9.866217477237174e-35,,,9.540023197438472e-35,,,1.7283271659821584e-34,,,2.5026520122204703e-34,,,7.900772604461605e-23,,,1.1117138026123241e-22,,,1.4333503447784873e-22,,,1.9080046394876957e-39,,,3.456654331964318e-39,,,5.00530402444094e-39,,
expon,50000,50,2.838435213112089e-12,,,6.112519752151058e-12,,,9.386604291190028e-12,,,6.346934086247737e-10,,,1.3668009679619935e-09,,,2.098908527299213e-09,,,1.5855568609124994e-05,,,1.909709760930531e-05,,,2.2338626609485624e-05,,,3.3973691484109187e-06,,,4.207182242903372e-06,,,5.016995337395824e-06,,,1.194141930693697e-10,,,3.095241725097879e-10,,,4.99634151950206e-10,,,6.346934086247737e-10,,,1.3668009679619935e-09,,,2.098908527299213e-09,,,3.1711137218249987e-10,,,3.8194195218610604e-10,,,4.4677253218971236e-10,,,1.2693868172495472e-14,,,2.7336019359239873e-14,,,4.197817054598426e-14,,,4.7195756731901095e-37,,,6.219932386441234e-37,,,7.72028909969236e-37,,,1.0553292030207415e-34,,,1.390819163153509e-34,,,1.7263091232862766e-34,,,4.522350622551886e-18,,,5.5438306397793965e-18,,,6.565310657006905e-18,,,1.0186458513054132e-18,,,1.2073808092835977e-18,,,1.3961157672617821e-18,,,2.3881985503698944e-35,,,3.0198231486660696e-35,,,3.6514477469622446e-35,,,1.0553292030207415e-34,,,1.390819163153509e-34,,,1.7263091232862766e-34,,,9.044701245103769e-23,,,1.1087661279558788e-22,,,1.3130621314013808e-22,,,2.1106584060414838e-39,,,2.7816383263070187e-39,,,3.452618246572554e-39,,
expon,50000,100,9.258986812004908e-12,,,1.2690481902483862e-11,,,1.6121976992962815e-11,,,2.0703723914417037e-09,,,2.837678020118477e-09,,,3.604983648795249e-09,,,2.5774857637016388e-05,,,2.882478288902836e-05,,,3.187470814104033e-05,,,2.821791635859466e-06,,,3.1443690736677807e-06,,,3.4669465114760957e-06,,,2.2847734150386736e-10,,,3.0778230648537735e-10,,,3.870872714668874e-10,,,2.0703723914417037e-09,,,2.837678020118477e-09,,,3.604983648795249e-09,,,5.154971527403275e-10,,,5.76495657780567e-10,,,6.374941628208063e-10,,,4.140744782883408e-14,,,5.6753560402369543e-14,,,7.2099672975905e-14,,,3.754826830962712e-37,,,5.17027143881135e-37,,,6.585716046659987e-37,,,8.396048037772737e-35,,,1.1561078399307824e-34,,,1.4726108760842911e-34,,,4.2446689072095735e-18,,,5.354718675843612e-18,,,6.46476844447765e-18,,,4.627716193462287e-19,,,5.870933478308445e-19,,,7.114150763154605e-19,,,9.187809641977644e-36,,,1.2720208002279482e-35,,,1.6252606362581318e-35,,,8.396048037772737e-35,,,1.1561078399307824e-34,,,1.4726108760842911e-34,,,8.489337814419147e-23,,,1.0709437351687223e-22,,,1.2929536888955298e-22,,,1.6792096075545473e-39,,,2.3122156798615644e-39,,,2.9452217521685814e-39,,
expon,100000,10,-1.6936780885309842e-07,,,2.3607463511182e-07,,,6.415170790767384e-07,,,-5.355880382878216e-05,,,7.4653354474651e-05,,,0.000202865512778,,,-0.0008999814344269,,,0.0021096045619252,,,0.0051191905582774,,,-0.0014219755569618,,,0.003027398067213,,,0.007476771691388,,,-8.237148126913089e-05,,,0.0001093483934696,,,0.0003010682682084,,,-5.355880382878216e-05,,,7.4653354474651e-05,,,0.000202865512778,,,-8.999814344269555e-09,,,2.109604561925249e-08,,,5.1191905582774535e-08,,,-5.355880382878213e-10,,,7.465335447465102e-10,,,2.028655127780841e-09,,,-7.975957507776485e-37,,,2.728525323932368e-36,,,6.254646398642384e-36,,,-2.5222192245293823e-34,,,8.62835467707502e-34,,,1.977892857867942e-33,,,1.5395637369068985e-18,,,7.766580618646239e-18,,,1.3993597500385586e-17,,,1.214801776333389e-18,,,9.717442726526417e-18,,,1.8220083676719445e-17,,,-4.970847066888887e-34,,,1.1586571904527066e-33,,,2.814399087594302e-33,,,-2.5222192245293823e-34,,,8.62835467707502e-34,,,1.977892857867942e-33,,,1.5395637369069008e-23,,,7.766580618646243e-23,,,1.3993597500385583e-22,,,-2.522219224529386e-39,,,8.62835467707502e-39,,,1.9778928578679423e-38,,
expon,100000,15,-1.7080900022674404e-11,,,2.5292399373223947e-11,,,6.76656987691223e-11,,,-5.4014548557272795e-09,,,7.998158951000281e-09,,,2.1397772757727843e-08,,,1.568178529300944e-06,,,2.6875875674880405e-05,,,5.2183572820459867e-05,,,-1.9230376387087278e-07,,,2.384290818629815e-05,,,4.787812013646717e-05,,,-5.17416577789407e-09,,,7.41545004436682e-09,,,2.0005065866627715e-08,,,-5.4014548557272795e-09,,,7.998158951000281e-09,,,2.1397772757727843e-08,,,1.5681785293009326e-11,,,2.68758756748804e-10,,,5.218357282045985e-10,,,-5.4014548557272835e-14,,,7.99815895100028e-14,,,2.1397772757727846e-13,,,1.1917520624411325e-36,,,2.413849588420285e-36,,,3.635947114399437e-36,,,3.7686509235171852e-34,,,7.633262628468104e-34,,,1.1497874333419022e-33,,,7.182452320988241e-18,,,1.0797083803560046e-17,,,1.4411715286131852e-17,,,6.0060027418391184e-18,,,8.629731284517427e-18,,,1.1253459827195736e-17,,,3.2070380946410333e-34,,,6.113417972895507e-34,,,9.019797851149978e-34,,,3.7686509235171852e-34,,,7.633262628468104e-34,,,1.1497874333419022e-33,,,7.182452320988242e-23,,,1.0797083803560046e-22,,,1.441171528613185e-22,,,3.7686509235171857e-39,,,7.633262628468106e-39,,,1.1497874333419025e-38,,
