Distribution,Sample Size,Bin Count,HDEM_MSE,HDEM_MAE,HDEM_Normalized MSE,HDEM_Normalized MAE,HDEM_IMSE,HDEM_MISE,HDEM_MIAE,HDEM_AMISE,Hist_MSE,Hist_MAE,Hist_Normalized MSE,Hist_Normalized MAE,Hist_IMSE,Hist_MISE,Hist_MIAE,Hist_AMISE
weibull,5000,30,4.219393712239622e-06,0.0008069934655463743,8.438787424479244e-10,1.6139869310927487e-07,4.219393712239622e-06,5.494051901229401e-07,0.00010507822417243463,5.967123812841034e-08,2.5595468685247167e-34,8.843475720240097e-18,5.119093737049433e-38,1.7686951440480195e-21,2.5595468685247167e-34,3.3327734500129947e-35,1.151504645165521e-18,3.6197458949972396e-36
weibull,5000,50,3.826525022108144e-06,0.0006147725171931744,7.653050044216288e-10,1.2295450343863488e-07,3.826525022108144e-06,2.989499701603747e-07,4.802953714100235e-05,5.411523583025345e-08,7.5939030381800115e-34,1.6856091175632137e-17,1.5187806076360023e-37,3.3712182351264275e-21,7.5939030381800115e-34,5.932790386965706e-35,1.316894029141767e-18,1.0739400667940424e-35
weibull,5000,100,1.118466137897486e-06,0.0004308984556118509,2.236932275794972e-10,8.617969112237019e-08,1.118466137897486e-06,4.369047851745542e-08,1.6832123101647105e-05,1.581749981269681e-08,5.875271228686698e-34,1.5939940339881887e-17,1.1750542457373395e-37,3.1879880679763776e-21,5.875271228686698e-34,2.295048573251375e-35,6.22659548994734e-19,8.308888254229166e-36
weibull,10000,10,3.041141540406812e-08,0.00010000000000000604,3.041141540406812e-12,1.0000000000000604e-08,3.041141540406812e-08,1.3160650400361866e-08,4.327536296979511e-05,3.0411415404068116e-10,1.1778500415013353e-33,2.1575623232461538e-17,1.1778500415013354e-37,2.157562323246154e-21,1.1778500415013353e-33,5.0971888069955445e-34,9.336929266842607e-18,1.1778500415013353e-35
weibull,10000,15,6.9164100956343985e-09,3.999999999999077e-05,6.916410095634398e-13,3.999999999999077e-09,6.9164100956343985e-09,1.9954010489101055e-09,1.1540096791942001e-05,6.916410095634398e-11,1.3622610075111605e-33,1.9020520112637367e-17,1.3622610075111606e-37,1.9020520112637367e-21,1.3622610075111605e-33,3.930155970642713e-34,5.4874660783241364e-18,1.3622610075111606e-35
weibull,10000,20,5.272333824000049e-07,0.0003678301795111745,5.272333824000049e-11,3.678301795111745e-08,5.272333824000049e-07,1.140810799657581e-07,7.958992264795004e-05,5.27233382400005e-09,1.0007409525252307e-33,2.0496842070838463e-17,1.0007409525252306e-37,2.0496842070838463e-21,1.0007409525252307e-33,2.165371397963262e-34,4.435041401750239e-18,1.0007409525252306e-35
weibull,10000,25,2.7694024514066324e-06,0.0006666820682716635,2.7694024514066323e-10,6.666820682716635e-08,2.7694024514066324e-06,4.793875851762205e-07,0.00011540363395963288,2.7694024514066325e-08,8.269023827067012e-34,1.3402907256265806e-17,8.269023827067013e-38,1.3402907256265806e-21,8.269023827067012e-34,1.4313800300887503e-34,2.3200627054614735e-18,8.269023827067012e-36
weibull,10000,30,2.201991672278572e-06,0.0005417396210793554,2.2019916722785718e-10,5.417396210793554e-08,2.201991672278572e-06,3.176399629143852e-07,7.814659579108985e-05,2.201991672278572e-08,6.603439493987684e-34,1.6593262498985442e-17,6.603439493987684e-38,1.6593262498985441e-21,6.603439493987684e-34,9.525541365045996e-35,2.39359819165547e-18,6.603439493987684e-36
weibull,10000,50,2.0721426753529124e-06,0.0004478109238900585,2.0721426753529123e-10,4.478109238900585e-08,2.0721426753529124e-06,1.7934545280218834e-07,3.8758360546360803e-05,2.0721426753529123e-08,2.896933681635746e-34,1.0776427493419671e-17,2.896933681635746e-38,1.0776427493419672e-21,2.896933681635746e-34,2.507317131444084e-35,9.327076225907747e-19,2.8969336816357458e-36
weibull,10000,100,7.136786022484422e-07,0.00024876418220471036,7.136786022484422e-11,2.4876418220471038e-08,7.136786022484422e-07,3.08847005560755e-08,1.0765360278792435e-05,7.136786022484422e-09,4.2197175480844625e-34,1.2575932049202488e-17,4.2197175480844625e-38,1.2575932049202488e-21,4.2197175480844625e-34,1.8260980852335792e-35,5.44228024112684e-19,4.219717548084462e-36
weibull,50000,10,3.343167461133319e-08,9.006750621726666e-05,6.686334922266638e-13,1.8013501243453333e-09,3.343167461133319e-08,1.52666870201951e-08,4.112963063005993e-05,1.4951099406518977e-10,1.62842319751686e-33,2.8313939734458946e-17,3.25684639503372e-38,5.662787946891789e-22,1.62842319751686e-33,7.43624947955422e-34,1.2929656119831832e-17,7.28252993157053e-36
weibull,50000,15,6.385121980367308e-09,3.510116055669715e-05,1.2770243960734615e-13,7.02023211133943e-10,6.385121980367308e-09,1.943858331822657e-09,1.068604227367564e-05,2.8555133585458758e-11,9.967050396084763e-34,1.7204481473724147e-17,1.9934100792169525e-38,3.440896294744829e-22,9.967050396084763e-34,3.0343247968790014e-34,5.237656345519557e-18,4.457400444162347e-36
weibull,50000,20,2.5793381342459268e-06,0.0007037645798472127,5.1586762684918535e-11,1.4075291596944255e-08,2.5793381342459268e-06,5.889317312486283e-07,0.00016068823505455333,1.1535150810262741e-08,8.025190299191977e-34,1.475057055666529e-17,1.6050380598383952e-38,2.950114111333058e-22,8.025190299191977e-34,1.8323651148144506e-34,3.367948908870613e-18,3.588974208273027e-36
weibull,50000,25,5.197601271240691e-06,0.0008834340608875762,1.0395202542481383e-10,1.7668681217751526e-08,5.197601271240691e-06,9.494008635379629e-07,0.0001613692579548921,2.3244379524867018e-08,5.843819114088921e-34,1.550192266219774e-17,1.1687638228177843e-38,3.1003845324395484e-22,5.843819114088921e-34,1.0674398869290933e-34,2.8316021168118787e-18,2.6134353574630855e-36
weibull,50000,30,4.3064337260300745e-06,0.0007428825585318492,8.612867452060149e-11,1.4857651170636984e-08,4.3064337260300745e-06,6.555158307487884e-07,0.00011307994235724823,1.9258957104001905e-08,4.933868459572809e-34,1.2330540957496602e-17,9.867736919145618e-39,2.4661081914993203e-22,4.933868459572809e-34,7.510225601599164e-35,1.876927711781277e-18,2.2064930535293948e-36
weibull,50000,50,3.207117779556378e-06,0.000501261865622087,6.414235559112756e-11,1.002523731244174e-08,3.207117779556378e-06,2.929082311706417e-07,4.578058447013775e-05,1.4342666733872493e-08,5.383377180198902e-34,1.3987224464599713e-17,1.0766754360397804e-38,2.7974448929199425e-22,5.383377180198902e-34,4.916674709073428e-35,1.2774626498061879e-18,2.4075194646891762e-36
weibull,50000,100,1.0180890913554857e-06,0.00025413400858463814,2.0361781827109713e-11,5.082680171692763e-09,1.0180890913554857e-06,4.64913818918603e-08,1.1605115254783005e-05,4.55303283084372e-09,5.539633526297579e-34,1.46605478950311e-17,1.1079267052595157e-38,2.93210957900622e-22,5.539633526297579e-34,2.5296923422404743e-35,6.694788665541348e-19,2.477399427047651e-36
weibull,100000,10,2.10938880223155e-08,0.00010769856620555438,2.10938880223155e-13,1.0769856620555437e-09,2.10938880223155e-08,1.0679710727531859e-08,5.452714699293268e-05,6.670473085906166e-11,1.9529080586091605e-33,2.7451321380975168e-17,1.9529080586091605e-38,2.745132138097517e-22,1.9529080586091605e-33,9.88745797898771e-34,1.3898441630446437e-17,6.175637526102548e-36
weibull,100000,15,4.927689957007952e-10,1.4129225647967476e-05,4.927689957007952e-15,1.4129225647967477e-10,4.927689957007952e-10,1.663240184080329e-10,4.769028910639316e-06,1.5582723867282326e-12,1.5297530251671194e-33,2.3836636512999016e-17,1.5297530251671194e-38,2.383663651299902e-22,1.5297530251671194e-33,5.163366050572922e-34,8.045565375993967e-18,4.837503817060978e-36
weibull,100000,20,1.2990624019345404e-06,0.0004892447523703556,1.2990624019345404e-11,4.892447523703556e-09,1.2990624019345404e-06,3.2885380483191486e-07,0.00012385086203052671,4.1079960128022725e-09,9.192216925087634e-34,1.7526890447880707e-17,9.192216925087634e-39,1.7526890447880708e-22,9.192216925087634e-34,2.326982526900749e-34,4.436880477854174e-18,2.9068342229626297e-36
weibull,100000,25,4.390765036852428e-06,0.0008026579926487698,4.390765036852428e-11,8.026579926487698e-09,4.390765036852428e-06,8.892073460622702e-07,0.00016255239746341044,1.3884818187086822e-08,9.659606318437898e-34,1.511554011297822e-17,9.659606318437898e-39,1.511554011297822e-22,9.659606318437898e-34,1.9562406155492912e-34,3.0611634180713034e-18,3.0546357266817483e-36
weibull,100000,30,3.745872028747935e-06,0.0006831160746908632,3.745872028747935e-11,6.831160746908632e-09,3.745872028747935e-06,6.321709499778516e-07,0.00011528587591039767,1.18454874343592e-08,1.0618598316598081e-33,1.7940553104888134e-17,1.0618598316598082e-38,1.7940553104888133e-22,1.0618598316598081e-33,1.7920445049161973e-34,3.0277319706610864e-18,3.357895623887967e-36
weibull,100000,50,3.4182349107457574e-06,0.0005143347638682945,3.418234910745758e-11,5.143347638682945e-09,3.4182349107457574e-06,3.4612642303680997e-07,5.208092969314837e-05,1.0809407895458962e-08,6.579140048040513e-34,1.4271590365651925e-17,6.579140048040513e-39,1.4271590365651924e-22,6.579140048040513e-34,6.661959376541702e-35,1.4451243560765072e-18,2.080506759703763e-36
weibull,100000,100,1.108949529654751e-06,0.0002520028425895418,1.108949529654751e-11,2.520028425895418e-09,1.108949529654751e-06,5.614545870166805e-08,1.2758754851286172e-05,3.5068063238814507e-09,6.021846326141978e-34,1.40241551011e-17,6.021846326141978e-39,1.40241551011e-22,6.021846326141978e-34,3.0488251734725593e-35,7.100346769611202e-19,1.9042750110125804e-36
expon,50,10,0.00013259286621366797,0.00823470661672909,2.6518573242733593e-06,0.00016469413233458178,0.00013259286621366797,3.425063732583371e-05,0.002127142717917636,1.8751462967329055e-05,1.1519468479866155e-33,1.9081958235744878e-17,2.303893695973231e-35,3.8163916471489756e-19,1.1519468479866155e-33,2.9756437759967333e-34,4.929143246258841e-18,1.6290988555556095e-34
expon,50,15,0.00016186541405366318,0.010319231282246367,3.2373082810732635e-06,0.00020638462564492733,0.00016186541405366318,2.78747705949429e-05,0.001777070206075108,2.2891226383382704e-05,1.4195708631754251e-33,2.752427915216534e-17,2.83914172635085e-35,5.504855830433068e-19,1.4195708631754251e-33,2.4446366375192017e-34,4.739943808523653e-18,2.0075763674523673e-34
expon,50,20,0.00010549380257431446,0.008465913788411841,2.109876051486289e-06,0.0001693182757682368,0.00010549380257431446,1.3625280436555973e-05,0.0010934334217174455,1.4919076634690524e-05,9.62964972193618e-34,2.2204460492503132e-17,1.925929944387236e-35,4.440892098500626e-19,9.62964972193618e-34,1.2437382553800348e-34,2.8678651614596895e-18,1.3618381237664447e-34
expon,50,25,5.820970657889114e-05,0.005693110654551473,1.1641941315778228e-06,0.00011386221309102947,5.820970657889114e-05,6.014560528962394e-06,0.0005882448244859858,8.232095650562622e-06,7.665201178661199e-34,1.9984014443252817e-17,1.5330402357322398e-35,3.9968028886505634e-19,7.665201178661199e-34,7.920125210260061e-35,2.064862916250976e-18,1.08402314651809e-34
expon,50,30,0.00010476105808738047,0.007559067714707255,2.0952211617476094e-06,0.00015118135429414512,0.00010476105808738047,9.020427490770476e-06,0.0006508718359971832,1.4815450915572906e-05,8.229338158204626e-34,1.9081958235744878e-17,1.6458676316409253e-35,3.8163916471489756e-19,8.229338158204626e-34,7.085853227179031e-35,1.643047748752947e-18,1.1638041632687409e-34
expon,50,50,0.00011056769846326958,0.0075116854515663144,2.2113539692653914e-06,0.0001502337090313263,0.00011056769846326958,5.712244177473273e-06,0.000388075198092095,1.5636633872713464e-05,5.39260384428426e-34,1.3600232051658167e-17,1.078520768856852e-35,2.7200464103316334e-19,5.39260384428426e-34,2.785973692051278e-35,7.026269645576239e-19,7.626293493092091e-35
expon,50,100,7.7536242489808e-05,0.006514508859088168,1.55072484979616e-06,0.00013029017718176338,7.7536242489808e-05,2.002872248682531e-06,0.0001682790987631273,1.0965280570453551e-05,8.775018309114344e-34,1.061650767297806e-17,1.755003661822869e-35,2.123301534595612e-19,8.775018309114344e-34,2.2667129704301135e-35,2.7423960606458276e-19,1.2409749902821728e-34
expon,100,10,4.9934307320388864e-05,0.003999999999999992,4.993430732038887e-07,3.999999999999992e-05,4.9934307320388864e-05,1.7372452540819975e-05,0.00139162459423776,4.993430732038886e-06,5.573159776570563e-34,1.491862189340054e-17,5.5731597765705634e-36,1.491862189340054e-19,5.573159776570563e-34,1.9389365531730578e-34,5.1902802847475326e-18,5.573159776570564e-35
expon,100,15,4.2309798549646795e-05,0.0030905528950805356,4.2309798549646795e-07,3.090552895080535e-05,4.2309798549646795e-05,9.813226039822284e-06,0.0007168149030977989,4.23097985496468e-06,8.514215295811905e-34,2.0122792321330962e-17,8.514215295811906e-36,2.012279232133096e-19,8.514215295811905e-34,1.974765234381199e-34,4.667228783183827e-18,8.514215295811905e-35
expon,100,20,3.895215776355972e-05,0.005326586814313472,3.895215776355972e-07,5.326586814313472e-05,3.895215776355972e-05,6.775847592799889e-06,0.0009265761517676503,3.8952157763559716e-06,9.479186445030926e-34,1.9255430583342558e-17,9.479186445030926e-36,1.925543058334256e-19,9.479186445030926e-34,1.648933623783783e-34,3.349541346552187e-18,9.479186445030926e-35
expon,100,25,4.470885826284597e-05,0.005338510422680782,4.470885826284597e-07,5.338510422680782e-05,4.470885826284597e-05,6.221794673886666e-06,0.000742920240079721,4.470885826284597e-06,3.7856560469361604e-34,1.5057399771478685e-17,3.7856560469361605e-36,1.5057399771478686e-19,3.7856560469361604e-34,5.268212060241266e-35,2.0954247847259805e-18,3.7856560469361605e-35
expon,100,30,2.4847222335629102e-05,0.003738896988977493,2.4847222335629103e-07,3.738896988977493e-05,2.4847222335629102e-05,2.8815004750629434e-06,0.00043359508376521633,2.4847222335629103e-06,5.393606932796962e-34,1.6017280094852517e-17,5.3936069327969614e-36,1.6017280094852517e-19,5.393606932796962e-34,6.254896716109629e-35,1.8575034093993106e-18,5.393606932796962e-35
expon,100,50,3.429077669261476e-05,0.004661788877426008,3.429077669261476e-07,4.661788877426008e-05,3.429077669261476e-05,2.3859944100478874e-06,0.00032437300274850415,3.4290776692614762e-06,6.6938102629608865e-34,1.6861512186494566e-17,6.693810262960887e-36,1.6861512186494566e-19,6.6938102629608865e-34,4.657635495548757e-35,1.1732447527382795e-18,6.693810262960887e-35
expon,100,100,2.2468361185894184e-05,0.0038218379171487448,2.2468361185894183e-07,3.821837917148745e-05,2.2468361185894184e-05,7.816881004626872e-07,0.00013296409101736545,2.2468361185894182e-06,6.883093065307694e-34,1.1882855810441128e-17,6.883093065307695e-36,1.1882855810441127e-19,6.883093065307694e-34,2.3946703985273942e-35,4.134118598897743e-19,6.883093065307694e-35
expon,500,10,5.355409379530285e-07,0.00039999999999999904,1.071081875906057e-09,7.999999999999981e-07,5.355409379530285e-07,4.245169315139578e-07,0.00031707524219273825,2.3950118839939374e-08,3.228941922386725e-34,6.7654215563095475e-18,6.45788384477345e-37,1.3530843112619095e-20,3.228941922386725e-34,2.559543855167648e-34,5.3628691962570676e-18,1.4440267267711133e-35
expon,500,15,9.598610798769564e-07,0.0006781742192304978,1.9197221597539127e-09,1.3563484384609956e-06,9.598610798769564e-07,5.072469739556166e-07,0.000358387091352303,4.2926292471224596e-08,4.353404145125314e-34,1.0408340855860843e-17,8.706808290250629e-37,2.0816681711721686e-20,4.353404145125314e-34,2.300594456130805e-34,5.500378662827762e-18,1.9469015204059124e-35
expon,500,20,3.5701622130590888e-06,0.001199277306972936,7.140324426118177e-09,2.3985546139458717e-06,3.5701622130590888e-06,1.4150125604663446e-06,0.00047532642820587433,1.596625079820242e-07,1.8134586449005595e-34,7.54604712049911e-18,3.626917289801119e-37,1.509209424099822e-20,1.8134586449005595e-34,7.187535487979515e-35,2.9908308979125952e-18,8.110033608764606e-36
expon,500,25,4.429456290528747e-06,0.0013327550308098702,8.858912581057493e-09,2.6655100616197402e-06,4.429456290528747e-06,1.4044709261015536e-06,0.0004225836241776309,1.9809130737972672e-07,1.7645580799063523e-34,7.962380754733544e-18,3.5291161598127046e-37,1.5924761509467087e-20,1.7645580799063523e-34,5.594976805494611e-35,2.5246738062379423e-18,7.891343633834219e-36
expon,500,30,2.150183461105861e-06,0.0009611354639085668,4.300366922211723e-09,1.922270927817134e-06,2.150183461105861e-06,5.681416180741356e-07,0.0002539602166656995,9.615912766256961e-08,1.044027062626323e-34,5.276450572762788e-18,2.088054125252646e-37,1.0552901145525576e-20,1.044027062626323e-34,2.7586261144834603e-35,1.3941932027306479e-18,4.669030964763776e-36
expon,500,50,7.554109436136306e-06,0.0015736691552673907,1.5108218872272612e-08,3.1473383105347816e-06,7.554109436136306e-06,1.197610539506687e-06,0.00024948576426882545,3.3783004417346774e-07,1.4055150853911926e-34,7.641456911677836e-18,2.8110301707823853e-37,1.528291382335567e-20,1.4055150853911926e-34,2.228270180529803e-35,1.2114584004878144e-18,6.285654548672256e-36
expon,500,100,3.717145450146456e-06,0.0011139357311150482,7.434290900292912e-09,2.2278714622300964e-06,3.717145450146456e-06,2.946536984677063e-07,8.830036043261242e-05,1.6623579817563063e-07,2.446702153665929e-34,8.495808223596413e-18,4.893404307331858e-37,1.6991616447192825e-20,2.446702153665929e-34,1.9394716948678012e-35,6.73452612529974e-19,1.0941984672584308e-35
expon,1000,10,2.030058023338622e-07,0.0002375416953637898,2.030058023338622e-10,2.375416953637898e-07,2.030058023338622e-07,1.5317724630578478e-07,0.00017923617138190337,6.419607136049303e-09,3.8559035893413005e-34,8.673617379884035e-18,3.8559035893413e-37,8.673617379884036e-21,3.8559035893413005e-34,2.909457202925334e-34,6.5446445889050166e-18,1.2193437780337064e-35
expon,1000,15,1.4840181525006054e-07,0.0002354859116924157,1.4840181525006054e-10,2.354859116924157e-07,1.4840181525006054e-07,7.465067876696953e-08,0.00011845665848679914,4.692877450937015e-09,1.4089381249407872e-33,2.0932329943453472e-17,1.4089381249407872e-36,2.0932329943453472e-20,1.4089381249407872e-33,7.087392239122102e-34,1.0529605960816071e-17,4.4554535570597763e-35
expon,1000,20,2.8393682982901965e-07,0.00033927961240882477,2.8393682982901964e-10,3.3927961240882477e-07,2.8393682982901965e-07,1.0712172070450395e-07,0.000128001062430246,8.978870938673396e-09,2.655206639637383e-34,7.979727989493312e-18,2.655206639637383e-37,7.979727989493312e-21,2.655206639637383e-34,1.0017379719117724e-34,3.0105365108963074e-18,8.396500639656049e-36
expon,1000,25,6.884229528511419e-07,0.0005621004570151657,6.884229528511418e-10,5.621004570151656e-07,6.884229528511419e-07,2.0777875508801732e-07,0.00016965229399937054,2.1769845245483154e-08,3.4540349846369833e-34,1.0547118733938987e-17,3.4540349846369835e-37,1.0547118733938988e-20,3.4540349846369833e-34,1.0424915179920138e-34,3.1833151280434e-18,1.0922617669357564e-35
expon,1000,30,1.1041668241182313e-06,0.0005993971758795745,1.1041668241182312e-09,5.993971758795744e-07,1.1041668241182313e-06,2.777149415372849e-07,0.00015075761019168733,3.491682081008151e-08,3.0164909100481104e-34,1.0964897971070069e-17,3.0164909100481102e-37,1.0964897971070069e-20,3.0164909100481104e-34,7.586938662106198e-35,2.757840511491364e-18,9.538981816946123e-36
expon,1000,50,1.6258749791581804e-06,0.0007253862017602776,1.6258749791581803e-09,7.253862017602776e-07,1.6258749791581804e-06,2.453595407439083e-07,0.00010946747296524706,5.141468124818643e-08,3.027020204779876e-34,9.30679144861557e-18,3.027020204779876e-37,9.30679144861557e-21,3.027020204779876e-34,4.5680528748395485e-35,1.4044807287790166e-18,9.572278370453714e-36
expon,1000,100,1.4427953217459305e-06,0.0007135641025655964,1.4427953217459306e-09,7.135641025655963e-07,1.4427953217459305e-06,1.0886556533219155e-07,5.384170454098624e-05,4.562519414152605e-08,2.1836030080648847e-34,8.89696302741605e-18,2.183603008064885e-37,8.89696302741605e-21,2.1836030080648847e-34,1.6476292399284543e-35,6.71316918706932e-19,6.905159011080059e-36
expon,5000,10,5.677953156612619e-09,4.0000000000006305e-05,1.1355906313225237e-12,8.000000000001261e-09,5.677953156612619e-09,5.6631764957862485e-09,3.989590149536004e-05,8.029838360600692e-11,1.6198819086269914e-34,7.066287659174275e-18,3.239763817253983e-38,1.413257531834855e-21,1.6198819086269914e-34,1.615666226517202e-34,7.047897909706268e-18,2.290858964623106e-36
expon,5000,15,1.274709953868984e-08,6.597487888853236e-05,2.549419907737968e-12,1.3194975777706472e-08,1.274709953868984e-08,8.47595045911732e-09,4.386878782174635e-05,1.8027121048534993e-10,1.119766612596367e-34,5.224047467759322e-18,2.2395332251927342e-38,1.0448094935518644e-21,1.119766612596367e-34,7.445683078988435e-35,3.473634719679636e-18,1.5835891302263617e-36
expon,5000,20,6.365468821091008e-08,0.00014208524531867883,1.2730937642182016e-11,2.8417049063735766e-08,6.365468821091008e-08,3.174451463224906e-08,7.085773688971479e-05,9.00213233764998e-10,2.5055915553746455e-34,7.766953313143033e-18,5.011183110749291e-38,1.5533906626286065e-21,2.5055915553746455e-34,1.2495354235102131e-34,3.8733700537520736e-18,3.543441559378321e-36
expon,5000,25,2.1135826733675156e-08,9.747399351868901e-05,4.2271653467350315e-12,1.94947987037378e-08,2.1135826733675156e-08,8.432328613895684e-09,3.888812843780367e-05,2.989057281873124e-10,2.64501304650064e-34,6.189710202719745e-18,5.29002609300128e-38,1.237942040543949e-21,2.64501304650064e-34,1.0552517995711506e-34,2.4694406853249308e-18,3.740613323014983e-36
expon,5000,30,1.3866019891808056e-08,6.986557519074304e-05,2.7732039783616113e-12,1.3973115038148608e-08,1.3866019891808056e-08,4.609978031134916e-09,2.322791754771763e-05,1.9609513387130067e-10,1.624634089434847e-34,5.668570358478379e-18,3.249268178869694e-38,1.1337140716956758e-21,1.624634089434847e-34,5.401353466507199e-35,1.884606038677796e-18,2.2975795631724245e-36
expon,5000,50,2.8435533411655912e-08,0.0001032142558452227,5.687106682331183e-12,2.064285116904454e-08,2.8435533411655912e-08,5.6723061997963236e-09,2.0589128920586225e-05,4.0213917004077074e-10,9.55158661146601e-35,4.029437374042377e-18,1.910317322293202e-38,8.058874748084754e-22,9.55158661146601e-35,1.9053457928769385e-35,8.037901827824579e-19,1.3507983328116506e-36
expon,5000,100,2.205944914940676e-07,0.00026067400116250094,4.411889829881352e-11,5.213480023250019e-08,2.205944914940676e-07,2.200204025766243e-08,2.599956068194717e-05,3.1196772165570672e-09,1.113284251040895e-34,5.133155185632621e-18,2.22656850208179e-38,1.0266310371265241e-21,1.113284251040895e-34,1.1103869703964056e-35,5.119796341159084e-19,1.574421686598407e-36
expon,10000,10,2.2525381377806694e-07,0.0002711023154014382,2.2525381377806694e-11,2.711023154014382e-08,2.2525381377806694e-07,2.3361242404016193e-07,0.00028116224982645445,2.252538137780669e-09,3.289471248917434e-34,7.563665405802e-18,3.2894712489174343e-38,7.563665405802001e-22,3.289471248917434e-34,3.4115353670644314e-34,7.84433426649565e-18,3.289471248917434e-36
expon,10000,15,2.9218727952261423e-08,0.00010405954223955278,2.9218727952261423e-12,1.0405954223955277e-08,2.9218727952261423e-08,2.0201974977504138e-08,7.194728914717442e-05,2.9218727952261425e-10,1.0978882137810001e-33,1.496198998029996e-17,1.0978882137810001e-37,1.496198998029996e-21,1.0978882137810001e-33,7.590854146401628e-34,1.0344794875722626e-17,1.0978882137810001e-35
expon,10000,20,1.4588151960071305e-08,7.200326158908637e-05,1.4588151960071306e-12,7.2003261589086365e-09,1.4588151960071305e-08,7.564741045885752e-09,3.7337562007268e-05,1.4588151960071306e-10,1.2949372501643018e-34,4.492662752236809e-18,1.2949372501643017e-38,4.492662752236809e-22,1.2949372501643018e-34,6.714945796408087e-35,2.329687161210632e-18,1.2949372501643018e-36
expon,10000,25,1.327904719619968e-08,7.386989491712004e-05,1.327904719619968e-12,7.3869894917120045e-09,1.327904719619968e-08,5.508719878997193e-09,3.064440938999234e-05,1.327904719619968e-10,5.404570597180822e-34,1.0975920693157004e-17,5.404570597180822e-38,1.0975920693157005e-21,5.404570597180822e-34,2.2420483221608117e-34,4.553283953233826e-18,5.404570597180822e-36
expon,10000,30,8.001360775983188e-08,0.00018327421713991782,8.001360775983188e-12,1.8327421713991783e-08,8.001360775983188e-08,2.766090475370692e-08,6.335835623528094e-05,8.001360775983188e-10,6.75250485097042e-35,2.4268058627467207e-18,6.75250485097042e-39,2.426805862746721e-22,6.75250485097042e-35,2.334357851882833e-35,8.389528694502105e-19,6.752504850970419e-37
expon,10000,50,7.465351099787736e-08,0.00014184248998572624,7.465351099787737e-12,1.4184248998572624e-08,7.465351099787736e-08,1.5484743520929594e-08,2.9421182586595906e-05,7.465351099787736e-10,2.760977878463762e-34,8.657625397839875e-18,2.7609778784637617e-38,8.657625397839875e-22,2.760977878463762e-34,5.726861837239949e-35,1.7957776800296545e-18,2.7609778784637617e-36
expon,10000,100,4.031444738789104e-08,0.00011850861889224969,4.031444738789104e-12,1.1850861889224969e-08,4.031444738789104e-08,4.18104165259724e-09,1.2290617976549388e-05,4.0314447387891043e-10,1.1619872227815687e-34,5.71022179193803e-18,1.1619872227815687e-38,5.71022179193803e-22,1.1619872227815687e-34,1.2051056861800825e-35,5.922113957794797e-19,1.1619872227815687e-36
expon,50000,10,2.960151027181675e-09,3.589806722257929e-05,5.92030205436335e-14,7.179613444515858e-10,2.960151027181675e-09,3.3453618659353093e-09,4.056956014894187e-05,1.3238197840888107e-11,1.3339570883380204e-33,1.6215259929057423e-17,2.6679141766760407e-38,3.2430519858114847e-22,1.3339570883380204e-33,1.5075478018325545e-33,1.83253866829033e-17,5.965637457183011e-36
expon,50000,15,1.1610778972388854e-09,2.196288003746535e-05,2.322155794477771e-14,4.39257600749307e-10,1.1610778972388854e-09,8.747809791091299e-10,1.654730466312321e-05,5.192498210797326e-12,8.74045406863099e-34,9.656401474151625e-18,1.748090813726198e-38,1.931280294830325e-22,8.74045406863099e-34,6.585245474225298e-34,7.275339885736565e-18,3.9088498903347016e-36
expon,50000,20,9.897805297927521e-10,1.623514744534138e-05,1.9795610595855044e-14,3.247029489068276e-10,9.897805297927521e-10,5.592914026360422e-10,9.173931102291148e-06,4.426433094844699e-12,5.581433982582843e-34,1.0172865696524147e-17,1.1162867965165686e-38,2.0345731393048294e-22,5.581433982582843e-34,3.153879013454492e-34,5.748341327171186e-18,2.496093159396523e-36
expon,50000,25,3.585606998073775e-10,1.1160141388119316e-05,7.17121399614755e-15,2.2320282776238634e-10,3.585606998073775e-10,1.620883908616951e-10,5.0449738645675324e-06,1.6035321976583838e-12,4.227882499702851e-34,9.766628695020984e-18,8.455764999405702e-39,1.9533257390041968e-22,4.227882499702851e-34,1.9112263878816093e-34,4.415032462202475e-18,1.890766534043462e-36
expon,50000,30,6.803785723414022e-10,1.5262490399777143e-05,1.3607571446828042e-14,3.0524980799554284e-10,6.803785723414022e-10,2.5630590122035037e-10,5.749543733159955e-06,3.042745476379267e-12,1.746072995021065e-34,6.154654332476047e-18,3.49214599004213e-39,1.2309308664952093e-22,1.746072995021065e-34,6.577644134871845e-35,2.3185242591582642e-18,7.808675821087506e-37
expon,50000,50,1.0691020324944544e-09,1.926255926081735e-05,2.138204064988909e-14,3.85251185216347e-10,1.0691020324944544e-09,2.41645317246266e-10,4.353847530057289e-06,4.781169639081579e-12,1.7384064024979029e-34,7.100033451792886e-18,3.4768128049958054e-39,1.4200066903585771e-22,1.7384064024979029e-34,3.929257955430224e-35,1.6047952241887563e-18,7.774389777012342e-37
expon,50000,100,3.1565996249724904e-09,3.072413629513511e-05,6.313199249944981e-14,6.144827259027022e-10,3.1565996249724904e-09,3.5673747435321535e-10,3.472233442879527e-06,1.4116742678377663e-11,1.9336595153977756e-34,6.982939617164452e-18,3.867319030795551e-39,1.3965879234328904e-22,1.9336595153977756e-34,2.185290799393276e-35,7.891644613022359e-19,8.647588243537455e-37
