Distribution,Sample Size,Bin Count,CI_HDEM_MSE_Mean,CI_HDEM_MSE_Lower,CI_HDEM_MSE_Upper,CI_HDEM_MAE_Mean,CI_HDEM_MAE_Lower,CI_HDEM_MAE_Upper,CI_HDEM_Normalized MSE_Mean,CI_HDEM_Normalized MSE_Lower,CI_HDEM_Normalized MSE_Upper,CI_HDEM_Normalized MAE_Mean,CI_HDEM_Normalized MAE_Lower,CI_HDEM_Normalized MAE_Upper,CI_HDEM_IMSE_Mean,CI_HDEM_IMSE_Lower,CI_HDEM_IMSE_Upper,CI_HDEM_MISE_Mean,CI_HDEM_MISE_Lower,CI_HDEM_MISE_Upper,CI_HDEM_MIAE_Mean,CI_HDEM_MIAE_Lower,CI_HDEM_MIAE_Upper,CI_HDEM_AMISE_Mean,CI_HDEM_AMISE_Lower,CI_HDEM_AMISE_Upper
beta,1000,30,6.301412952660425e-06,4.415790949393965e-06,8.187034955926884e-06,0.0013766240601760153,0.0012020266356713308,0.0015512214846806999,6.3014129526604235e-09,4.4157909493939645e-09,8.187034955926883e-09,1.3766240601760153e-06,1.2020266356713306e-06,1.5512214846807e-06,6.301412952660425e-06,4.415790949393965e-06,8.187034955926884e-06,1.8002054820051474e-07,1.236567935394027e-07,2.363843028616268e-07,3.914872819933274e-05,3.4336234914566855e-05,4.396122148409863e-05,1.9926817407693725e-07,1.3963957071242255e-07,2.5889677744145195e-07
beta,1000,50,3.022520851144578e-06,2.1511949616953523e-06,3.893846740593804e-06,0.0011762071752616568,0.0009967797015274196,0.001355634648995894,3.022520851144578e-09,2.1511949616953522e-09,3.893846740593803e-09,1.1762071752616569e-06,9.967797015274196e-07,1.3556346489958942e-06,3.022520851144578e-06,2.1511949616953523e-06,3.893846740593804e-06,5.06455919120511e-08,3.566468152274898e-08,6.562650230135322e-08,1.9644870269894035e-05,1.6540168196074236e-05,2.2749572343713834e-05,9.558050164967615e-08,6.802675770035986e-08,1.2313424559899246e-07
beta,1000,100,1.931280635676984e-06,1.5601410888631078e-06,2.3024201824908606e-06,0.0010320577689278093,0.0009389315078437158,0.0011251840300119027,1.9312806356769836e-09,1.5601410888631075e-09,2.30242018249086e-09,1.0320577689278093e-06,9.389315078437159e-07,1.1251840300119029e-06,1.931280635676984e-06,1.5601410888631078e-06,2.3024201824908606e-06,1.6343236390140803e-08,1.2966610349613454e-08,1.971986243066815e-08,8.712544730985814e-06,7.794755619173528e-06,9.6303338427981e-06,6.107245609717114e-08,4.933599312022576e-08,7.28089190741165e-08
beta,5000,10,2.441431942106237e-06,1.4577643612836532e-06,3.425099522928821e-06,0.0009751119788756768,0.0007356003812475783,0.0012146235765037752,4.882863884212474e-10,2.9155287225673065e-10,6.850199045857643e-10,1.9502239577513538e-07,1.471200762495157e-07,2.4292471530075505e-07,2.441431942106237e-06,1.4577643612836532e-06,3.425099522928821e-06,2.0760112605900523e-07,1.282163462689025e-07,2.8698590584910794e-07,8.330592730784769e-05,6.38997148361998e-05,0.00010271213977949557,3.4527061641375245e-08,2.0615901304714937e-08,4.8438221978035554e-08
beta,5000,15,1.0687562781626596e-05,8.114029384608933e-06,1.326109617864426e-05,0.0018283985509696403,0.0015901961789711494,0.002066600922968131,2.1375125563253194e-09,1.6228058769217867e-09,2.652219235728852e-09,3.6567971019392796e-07,3.180392357942298e-07,4.1332018459362613e-07,1.0687562781626596e-05,8.114029384608933e-06,1.326109617864426e-05,6.13898206835137e-07,4.6809621887999424e-07,7.597001947902798e-07,0.0001051125202797261,9.186124432869023e-05,0.00011836379623076197,1.5114496234490251e-07,1.1474970401207769e-07,1.8754022067772734e-07
beta,5000,20,7.746074459659379e-06,5.245904165196029e-06,1.0246244754122729e-05,0.0013215513486863595,0.0011144692197226607,0.0015286334776500583,1.5492148919318757e-09,1.0491808330392056e-09,2.049248950824546e-09,2.643102697372719e-07,2.2289384394453213e-07,3.057266955300117e-07,7.746074459659379e-06,5.245904165196029e-06,1.0246244754122729e-05,3.4323390087836924e-07,2.2971353438202773e-07,4.567542673747108e-07,5.849543709768605e-05,4.8907679931697734e-05,6.808319426367437e-05,1.0954603556002135e-07,7.418828817329732e-08,1.449037829467454e-07
beta,5000,25,6.889768042318376e-06,5.735689535518111e-06,8.04384654911864e-06,0.0011255460104415702,0.0010167008810110065,0.0012343911398721339,1.3779536084636755e-09,1.1471379071036226e-09,1.6087693098237285e-09,2.25109202088314e-07,2.033401762022013e-07,2.4687822797442673e-07,6.889768042318376e-06,5.735689535518111e-06,8.04384654911864e-06,2.434838265111601e-07,2.0060554166825208e-07,2.8636211135406815e-07,3.975515901482057e-05,3.5491301906077696e-05,4.401901612356345e-05,9.743603407051379e-08,8.111489930691154e-08,1.1375716883411604e-07
beta,5000,30,3.868520417231003e-06,3.2423773957620306e-06,4.494663438699975e-06,0.0008187808463553155,0.0007526545309466493,0.0008849071617639818,7.737040834462005e-10,6.48475479152406e-10,8.98932687739995e-10,1.637561692710631e-07,1.5053090618932985e-07,1.7698143235279634e-07,3.868520417231003e-06,3.2423773957620306e-06,4.494663438699975e-06,1.1297001286085699e-07,9.367824025056129e-08,1.322617854711527e-07,2.3869056095413516e-05,2.1741120142137928e-05,2.5996992048689104e-05,5.470914040365308e-08,4.5854140874186196e-08,6.356413993311996e-08
beta,5000,50,2.1687605056921806e-06,1.7081574439947302e-06,2.629363567389631e-06,0.0006760985325917066,0.0005942053935953497,0.0007579916715880635,4.337521011384362e-10,3.416314887989461e-10,5.258727134779263e-10,1.3521970651834132e-07,1.1884107871906994e-07,1.5159833431761268e-07,2.1687605056921806e-06,1.7081574439947302e-06,2.629363567389631e-06,3.879827373582287e-08,3.01310941235298e-08,4.7465453348115934e-08,1.2079231229422644e-05,1.04906198457653e-05,1.3667842613079989e-05,3.0670905206890137e-08,2.415699423965908e-08,3.7184816174121194e-08
beta,5000,100,6.408629651191857e-07,5.650369792557221e-07,7.166889509826493e-07,0.000469989877032967,0.0004299641238079197,0.0005100156302580143,1.2817259302383715e-10,1.1300739585114443e-10,1.4333779019652986e-10,9.399797540659338e-08,8.599282476158392e-08,1.0200312605160285e-07,6.408629651191857e-07,5.650369792557221e-07,7.166889509826493e-07,5.626210674866929e-09,4.931221486191792e-09,6.321199863542066e-09,4.122774640332808e-06,3.77402650394325e-06,4.471522776722366e-06,9.06317096894188e-09,7.990829593057674e-09,1.0135512344826088e-08
beta,10000,10,9.368943290397167e-07,5.647536961947856e-07,1.3090349618846477e-06,0.00053508467855487,0.00043632613205267555,0.0006338432250570644,9.368943290397169e-11,5.6475369619478595e-11,1.309034961884648e-10,5.3508467855486996e-08,4.363261320526755e-08,6.338432250570645e-08,9.368943290397167e-07,5.647536961947856e-07,1.3090349618846477e-06,8.474858770305315e-08,4.953093315823249e-08,1.199662422478738e-07,4.828606764868509e-05,3.8664700538333676e-05,5.790743475903651e-05,9.368943290397169e-09,5.64753696194786e-09,1.3090349618846479e-08
beta,10000,15,1.183248284447488e-05,9.278365869601192e-06,1.438659981934857e-05,0.0018565782728023027,0.0016812870107685797,0.0020318695348360257,1.183248284447488e-09,9.278365869601192e-10,1.4386599819348567e-09,1.8565782728023028e-07,1.6812870107685798e-07,2.0318695348360258e-07,1.183248284447488e-05,9.278365869601192e-06,1.438659981934857e-05,7.040414337022708e-07,5.43759672438126e-07,8.643231949664156e-07,0.00011030138912456916,9.88131033018767e-05,0.00012178967494726161,1.1832482844474879e-07,9.27836586960119e-08,1.438659981934857e-07
beta,10000,20,8.716114652962816e-06,7.186134977572096e-06,1.0246094328353537e-05,0.001383721084357388,0.0012450897377523024,0.0015223524309624734,8.716114652962817e-10,7.186134977572096e-10,1.0246094328353536e-09,1.383721084357388e-07,1.2450897377523026e-07,1.5223524309624734e-07,8.716114652962816e-06,7.186134977572096e-06,1.0246094328353537e-05,3.8870337172796466e-07,3.165998755289665e-07,4.608068679269628e-07,6.163095643196378e-05,5.4761250043311055e-05,6.850066282061652e-05,8.716114652962815e-08,7.186134977572096e-08,1.0246094328353534e-07
beta,10000,25,6.641301526586376e-06,5.287347194800317e-06,7.995255858372435e-06,0.0011113534198483814,0.0010093718780647388,0.001213334961632024,6.641301526586376e-10,5.287347194800317e-10,7.995255858372435e-10,1.1113534198483814e-07,1.0093718780647388e-07,1.213334961632024e-07,6.641301526586376e-06,5.287347194800317e-06,7.995255858372435e-06,2.3468914669418627e-07,1.8483660268925164e-07,2.845416906991209e-07,3.921819248892201e-05,3.5031196553338395e-05,4.340518842450562e-05,6.641301526586377e-08,5.287347194800318e-08,7.995255858372435e-08
beta,10000,30,4.977305444637199e-06,4.292456695962157e-06,5.662154193312241e-06,0.0008824264180577664,0.0008073894274650903,0.0009574634086504426,4.977305444637199e-10,4.2924566959621575e-10,5.662154193312241e-10,8.824264180577665e-08,8.073894274650903e-08,9.574634086504426e-08,4.977305444637199e-06,4.292456695962157e-06,5.662154193312241e-06,1.4733044537640295e-07,1.259964413640059e-07,1.686644493888e-07,2.610045937713557e-05,2.3698703086843207e-05,2.8502215667427936e-05,4.977305444637198e-08,4.292456695962156e-08,5.6621541933122396e-08
beta,10000,50,1.8831667395021764e-06,1.6241901358488775e-06,2.142143343155475e-06,0.0005428650457515122,0.0005048113168222572,0.0005809187746807672,1.8831667395021764e-10,1.6241901358488776e-10,2.1421433431554752e-10,5.42865045751512e-08,5.0481131682225706e-08,5.80918774680767e-08,1.8831667395021764e-06,1.6241901358488775e-06,2.142143343155475e-06,3.3641445295655794e-08,2.8632690509860262e-08,3.8650200081451326e-08,9.681761362088542e-06,8.897801575000941e-06,1.0465721149176144e-05,1.8831667395021765e-08,1.6241901358488777e-08,2.1421433431554753e-08
beta,10000,100,6.17170883094974e-07,5.284651361207335e-07,7.058766300692146e-07,0.0003629446104088737,0.0003245912773660693,0.0004012979434516781,6.171708830949743e-11,5.284651361207337e-11,7.058766300692149e-11,3.629446104088737e-08,3.2459127736606927e-08,4.0129794345167815e-08,6.17170883094974e-07,5.284651361207335e-07,7.058766300692146e-07,5.6678151404935e-09,4.8093593021889695e-09,6.52627097879803e-09,3.32949969941014e-06,2.9595218692695558e-06,3.6994775295507243e-06,6.171708830949742e-09,5.2846513612073365e-09,7.058766300692148e-09
beta,50000,10,6.825233209317202e-07,5.528565402178174e-07,8.121901016456229e-07,0.00048672704321346325,0.00041804389470261803,0.0005554101917243084,1.3650466418634407e-11,1.1057130804356351e-11,1.6243802032912464e-11,9.734540864269267e-09,8.360877894052363e-09,1.110820383448617e-08,6.825233209317202e-07,5.528565402178174e-07,8.121901016456229e-07,6.258818580560463e-08,5.106447650966959e-08,7.411189510153967e-08,4.467824817506404e-05,3.8612674868474644e-05,5.074382148165343e-05,3.052337083664464e-09,2.4724496114647733e-09,3.6322245558641546e-09
beta,50000,15,1.2852345490815042e-05,1.1677757084080828e-05,1.4026933897549257e-05,0.0019481533039047007,0.0018637038390581805,0.0020326027687512208,2.570469098163008e-10,2.3355514168161655e-10,2.8053867795098507e-10,3.896306607809402e-08,3.727407678116362e-08,4.065205537502442e-08,1.2852345490815042e-05,1.1677757084080828e-05,1.4026933897549257e-05,7.921838175313047e-07,7.173614682810736e-07,8.670061667815357e-07,0.0001200850915196994,0.00011411852527182156,0.00012605165776757724,5.747743637555068e-08,5.222451732946893e-08,6.273035542163243e-08
beta,50000,20,1.0702802182001059e-05,1.0271687647745007e-05,1.113391671625711e-05,0.0015478608584730534,0.0015157168657709648,0.001580004851175142,2.1405604364002116e-10,2.0543375295490012e-10,2.226783343251422e-10,3.0957217169461074e-08,3.03143373154193e-08,3.160009702350285e-08,1.0702802182001059e-05,1.0271687647745007e-05,1.113391671625711e-05,4.989347877180538e-07,4.774912849710951e-07,5.203782904650126e-07,7.215524744680932e-05,7.036158156012773e-05,7.39489133334909e-05,4.786438645737489e-08,4.5936383648005505e-08,4.9792389266744276e-08
beta,50000,25,7.89824471226668e-06,7.505108161882684e-06,8.291381262650676e-06,0.0011900366370666013,0.0011552300554221666,0.001224843218711036,1.579648942453336e-10,1.5010216323765369e-10,1.6582762525301354e-10,2.380073274133203e-08,2.3104601108443335e-08,2.4496864374220725e-08,7.89824471226668e-06,7.505108161882684e-06,8.291381262650676e-06,2.920435345678535e-07,2.750502918632734e-07,3.090367772724336e-07,4.3991569454559936e-05,4.227037939233111e-05,4.571275951678876e-05,3.532202415911313e-08,3.356386405691636e-08,3.7080184261309907e-08
beta,50000,30,6.387391749233228e-06,6.007962702543814e-06,6.766820795922641e-06,0.0009932440979019438,0.0009620482593179295,0.0010244399364859583,1.2774783498466453e-10,1.2015925405087626e-10,1.353364159184528e-10,1.9864881958038876e-08,1.924096518635859e-08,2.0488798729719163e-08,6.387391749233228e-06,6.007962702543814e-06,6.766820795922641e-06,1.968410480910595e-07,1.8401394795612887e-07,2.0966814822599014e-07,3.0605762215903874e-05,2.937436149302897e-05,3.183716293877878e-05,2.856528430041357e-08,2.686842601834263e-08,3.026214258248451e-08
beta,50000,50,2.356236957791987e-06,2.191986166205457e-06,2.5204877493785168e-06,0.0005710715905187319,0.0005407936560643231,0.0006013495249731407,4.7124739155839745e-11,4.383972332410915e-11,5.040975498757034e-11,1.142143181037464e-08,1.0815873121286462e-08,1.2026990499462818e-08,2.356236957791987e-06,2.191986166205457e-06,2.5204877493785168e-06,4.3738463598680495e-08,4.0165133436724796e-08,4.731179376063619e-08,1.0594858681371373e-05,9.930439573417843e-06,1.1259277789324902e-05,1.0537412017440373e-08,9.80286014674911e-09,1.1271963888131636e-08
beta,50000,100,5.759855722389668e-07,5.466262653028288e-07,6.053448791751048e-07,0.00028852172233891944,0.0002784185529685878,0.0002986248917092511,1.1519711444779336e-11,1.0932525306056575e-11,1.2106897583502097e-11,5.770434446778389e-09,5.568371059371756e-09,5.972497834185022e-09,5.759855722389668e-07,5.466262653028288e-07,6.053448791751048e-07,5.27565976078392e-09,4.970049928125883e-09,5.581269593441957e-09,2.6416994448130984e-06,2.5364059199929356e-06,2.7469929696332612e-06,2.575885787170891e-09,2.4445869750079194e-09,2.7071845993338623e-09
beta,100000,10,9.569442512127836e-07,7.456075611669967e-07,1.1682809412585705e-06,0.0005164201374485216,0.000475936646994297,0.0005569036279027463,9.569442512127833e-12,7.456075611669963e-12,1.1682809412585703e-11,5.164201374485216e-09,4.75936646994297e-09,5.569036279027462e-09,9.569442512127836e-07,7.456075611669967e-07,1.1682809412585705e-06,9.032510898934404e-08,6.95113061772427e-08,1.1113891180144539e-07,4.8644029154490586e-05,4.4620677606528765e-05,5.266738070245241e-05,3.0261234276367426e-09,2.3578181339310214e-09,3.694428721342464e-09
beta,100000,15,1.4013809791686867e-05,1.3108398496658271e-05,1.4919221086715462e-05,0.0020204158576670713,0.0019701716276325876,0.002070660087701555,1.4013809791686865e-10,1.310839849665827e-10,1.491922108671546e-10,2.0204158576670712e-08,1.9701716276325873e-08,2.070660087701555e-08,1.4013809791686867e-05,1.3108398496658271e-05,1.4919221086715462e-05,8.714429425455309e-07,8.150209949389296e-07,9.278648901521321e-07,0.00012564313161439605,0.0001223899473691709,0.0001288963158596212,4.4315557638100266e-08,4.1452395726567216e-08,4.7178719549633315e-08
beta,100000,20,1.1646808322030629e-05,1.1149568724961512e-05,1.2144047919099747e-05,0.0016061485522785948,0.0015757423267603104,0.0016365547777968791,1.1646808322030632e-10,1.1149568724961515e-10,1.214404791909975e-10,1.606148552278595e-08,1.5757423267603105e-08,1.6365547777968793e-08,1.1646808322030629e-05,1.1149568724961512e-05,1.2144047919099747e-05,5.459277296483542e-07,5.20541058383484e-07,5.713144009132244e-07,7.527857550768303e-05,7.344423290508615e-05,7.711291811027992e-05,3.683044176902063e-08,3.5258032099457835e-08,3.840285143858342e-08
beta,100000,25,8.52250838900614e-06,8.043501121571288e-06,9.001515656440991e-06,0.0012361822440411408,0.0012018275161953162,0.0012705369718869653,8.522508389006141e-11,8.043501121571289e-11,9.001515656440993e-11,1.2361822440411407e-08,1.2018275161953162e-08,1.2705369718869653e-08,8.52250838900614e-06,8.043501121571288e-06,9.001515656440991e-06,3.1690191529264295e-07,2.9558873046216004e-07,3.3821510012312585e-07,4.594191598737838e-05,4.413221149713433e-05,4.775162047762243e-05,2.695053788715172e-08,2.5435783906284186e-08,2.846529186801925e-08
beta,100000,30,6.689197149299204e-06,6.477768750144523e-06,6.9006255484538855e-06,0.0010049128761956119,0.000990771228768709,0.0010190545236225148,6.689197149299205e-11,6.477768750144523e-11,6.900625548453887e-11,1.004912876195612e-08,9.90771228768709e-09,1.019054523622515e-08,6.689197149299204e-06,6.477768750144523e-06,6.9006255484538855e-06,2.0936886940926546e-07,2.022943215392509e-07,2.1644341727928003e-07,3.145149068657215e-05,3.0929477202635536e-05,3.197350417050877e-05,2.115309870969088e-08,2.0484503406318867e-08,2.182169401306289e-08
beta,100000,50,2.4255772198029887e-06,2.28181313397639e-06,2.5693413056295872e-06,0.0005879978896038959,0.0005709882923569493,0.0006050074868508425,2.4255772198029893e-11,2.2818131339763905e-11,2.569341305629588e-11,5.879978896038959e-09,5.7098829235694935e-09,6.0500748685084246e-09,2.4255772198029887e-06,2.28181313397639e-06,2.5693413056295872e-06,4.5424981002638205e-08,4.235984697768266e-08,4.849011502759375e-08,1.1006599688910254e-05,1.0605125463303071e-05,1.1408073914517437e-05,7.670348655196317e-09,7.215726698252334e-09,8.124970612140299e-09
beta,100000,100,6.094134134788602e-07,5.73908960467078e-07,6.449178664906424e-07,0.0002877516930505828,0.00027864049938487224,0.00029686288671629333,6.094134134788602e-12,5.73908960467078e-12,6.449178664906424e-12,2.8775169305058284e-09,2.7864049938487232e-09,2.9686288671629335e-09,6.094134134788602e-07,5.73908960467078e-07,6.449178664906424e-07,5.716495468129064e-09,5.3009044122538825e-09,6.1320865240042456e-09,2.6972009031465365e-06,2.574026394354807e-06,2.820375411938266e-06,1.9271344232511552e-09,1.8148594846554985e-09,2.039409361846812e-09
gamma,50,10,0.00013968502832574736,5.296398308738946e-05,0.00022640607356410526,0.006606277650039435,0.004590953125458742,0.008621602174620128,2.793700566514947e-06,1.0592796617477893e-06,4.528121471282105e-06,0.00013212555300078872,9.181906250917485e-05,0.00017243204349240258,0.00013968502832574736,5.296398308738946e-05,0.00022640607356410526,8.274840973092826e-05,4.701323554903297e-05,0.00011848358391282357,0.004262475464799303,0.003329320053330082,0.0051956308762685244,1.9754446151874187e-05,7.490238319948544e-06,3.201865398379983e-05
gamma,50,15,7.710755792345955e-05,4.683510066638367e-05,0.00010738001518053544,0.005486069280992938,0.004257410139229022,0.0067147284227568535,1.5421511584691913e-06,9.367020133276737e-07,2.147600303610709e-06,0.00010972138561985876,8.514820278458045e-05,0.00013429456845513707,7.710755792345955e-05,4.683510066638367e-05,0.00010738001518053544,3.5057469402343546e-05,2.2019857385936127e-05,4.8095081418750966e-05,0.002541991608660749,0.0018717303346693828,0.003212252882652115,1.0904655417682552e-05,6.623483455750899e-06,1.5185827379614205e-05
gamma,50,20,0.00014933277587498157,9.812965107477712e-05,0.00020053590067518602,0.007721521089114486,0.006616019712428147,0.008827022465800825,2.9866555174996313e-06,1.962593021495542e-06,4.010718013503721e-06,0.0001544304217822897,0.00013232039424856292,0.00017654044931601648,0.00014933277587498157,9.812965107477712e-05,0.00020053590067518602,3.7517482315892574e-05,2.5974633874796435e-05,4.9060330756988714e-05,0.0020455061265899294,0.0016911975723518885,0.0023998146808279705,2.1118843694922062e-05,1.387762834208893e-05,2.8360059047755193e-05
gamma,50,25,0.00014363431402023013,9.165368989634522e-05,0.00019561493814411506,0.008031796991587901,0.006739680159584431,0.009323913823591372,2.8726862804046033e-06,1.8330737979269054e-06,3.912298762882301e-06,0.00016063593983175803,0.00013479360319168862,0.00018647827647182743,0.00014363431402023013,9.165368989634522e-05,0.00019561493814411506,3.482063347593754e-05,2.458519731657383e-05,4.505606963530125e-05,0.001979314547468528,0.0016595494285527954,0.00229907966638426,2.0312959490956547e-05,1.2961789129294936e-05,2.7664129852618158e-05
gamma,50,30,0.00010326303953658754,7.142937026439884e-05,0.00013509670880877624,0.007822778090665675,0.006543767057562636,0.009101789123768715,2.0652607907317503e-06,1.4285874052879763e-06,2.7019341761755245e-06,0.0001564555618133135,0.0001308753411512527,0.00018203578247537428,0.00010326303953658754,7.142937026439884e-05,0.00013509670880877624,1.919127753108989e-05,1.0636968770315737e-05,2.7745586291864043e-05,0.0014173701954735408,0.0010669302371180858,0.0017678101538289958,1.460359910045112e-05,1.010163841796823e-05,1.910555978293401e-05
gamma,50,50,7.214657007895599e-05,6.0584838182146006e-05,8.370830197576597e-05,0.006767031677253575,0.00608409239646905,0.0074499709580381004,1.4429314015791197e-06,1.21169676364292e-06,1.6741660395153193e-06,0.00013534063354507145,0.00012168184792938095,0.00014899941916076195,7.214657007895599e-05,6.0584838182146006e-05,8.370830197576597e-05,7.820322492488127e-06,6.572222457826485e-06,9.06842252714977e-06,0.0007325813587849279,0.0006697725972861532,0.0007953901202837027,1.0203065788436048e-05,8.567989983137018e-06,1.1838141593735078e-05
gamma,50,100,5.914504490289769e-05,5.251423683677112e-05,6.577585296902426e-05,0.0058062145639471655,0.005332660866157707,0.006279768261736624,1.182900898057954e-06,1.0502847367354226e-06,1.3155170593804854e-06,0.00011612429127894332,0.00010665321732315415,0.00012559536523473248,5.914504490289769e-05,5.251423683677112e-05,6.577585296902426e-05,3.7760438149062404e-06,3.3340892972913366e-06,4.217998332521144e-06,0.0003700600755944251,0.00034311796149092506,0.00039700218969792515,8.36437246488436e-06,7.42663459522345e-06,9.302110334545272e-06
gamma,100,10,2.7515873947148052e-05,1.5331695211517633e-05,3.970005268277847e-05,0.0029611067873795277,0.002223690851720026,0.0036985227230390294,2.751587394714805e-07,1.5331695211517634e-07,3.9700052682778473e-07,2.961106787379528e-05,2.223690851720026e-05,3.69852272303903e-05,2.7515873947148052e-05,1.5331695211517633e-05,3.970005268277847e-05,2.0352904407521284e-05,1.1000692355591378e-05,2.9705116459451187e-05,0.0021943112382599,0.0015804438535306734,0.002808178622989127,2.7515873947148054e-06,1.5331695211517638e-06,3.970005268277847e-06
gamma,100,15,4.3767030068276336e-05,2.6938432241354368e-05,6.0595627895198304e-05,0.003911640771583507,0.0030852936352390183,0.004737987907927996,4.3767030068276335e-07,2.693843224135437e-07,6.05956278951983e-07,3.9116407715835075e-05,3.0852936352390184e-05,4.7379879079279966e-05,4.3767030068276336e-05,2.6938432241354368e-05,6.0595627895198304e-05,2.006822248336198e-05,1.2514069339246861e-05,2.7622375627477098e-05,0.0018040614006161765,0.0013885136667123087,0.0022196091345200444,4.3767030068276326e-06,2.693843224135436e-06,6.059562789519829e-06
gamma,100,20,3.425652838240542e-05,1.986120137474088e-05,4.8651855390069966e-05,0.0037622447254845462,0.0031534898000682198,0.004370999650900873,3.4256528382405423e-07,1.986120137474088e-07,4.865185539006997e-07,3.762244725484546e-05,3.15348980006822e-05,4.370999650900872e-05,3.425652838240542e-05,1.986120137474088e-05,4.8651855390069966e-05,1.0987214075431359e-05,7.08661425773767e-06,1.4887813893125047e-05,0.0012322962791460354,0.0010488577489627927,0.0014157348093292782,3.425652838240542e-06,1.986120137474088e-06,4.865185539006996e-06
gamma,100,25,4.7826912267117546e-05,2.650042742960529e-05,6.91533971046298e-05,0.004915788333411517,0.003757344057396227,0.006074232609426807,4.782691226711756e-07,2.650042742960531e-07,6.915339710462981e-07,4.9157883334115174e-05,3.757344057396227e-05,6.074232609426808e-05,4.7826912267117546e-05,2.650042742960529e-05,6.91533971046298e-05,1.2538788499985397e-05,7.406539492694169e-06,1.7671037507276623e-05,0.0013286148294347894,0.0010425758716250033,0.0016146537872445755,4.782691226711754e-06,2.6500427429605293e-06,6.915339710462979e-06
gamma,100,30,4.107652400872176e-05,3.344235171082424e-05,4.871069630661928e-05,0.004390537919862702,0.0038523583394590357,0.004928717500266369,4.107652400872176e-07,3.344235171082424e-07,4.871069630661928e-07,4.390537919862703e-05,3.8523583394590365e-05,4.928717500266369e-05,4.107652400872176e-05,3.344235171082424e-05,4.871069630661928e-05,1.011567866907652e-05,7.67957007014554e-06,1.2551787268007498e-05,0.0010612412904210057,0.000903840293832187,0.0012186422870098244,4.107652400872177e-06,3.3442351710824247e-06,4.871069630661929e-06
gamma,100,50,3.8722472577965746e-05,3.366119153045124e-05,4.378375362548025e-05,0.0044996863827919484,0.004327664790947768,0.0046717079746361285,3.872247257796574e-07,3.366119153045124e-07,4.378375362548024e-07,4.4996863827919474e-05,4.327664790947767e-05,4.6717079746361275e-05,3.8722472577965746e-05,3.366119153045124e-05,4.378375362548025e-05,5.748162447208888e-06,4.600201613257381e-06,6.896123281160394e-06,0.0006604693461005051,0.0005857371455211087,0.0007352015466799015,3.872247257796575e-06,3.3661191530451246e-06,4.378375362548025e-06
gamma,100,100,2.7146400071115092e-05,2.2080454917775307e-05,3.2212345224454874e-05,0.0036072386616017417,0.003268701969074774,0.003945775354128709,2.7146400071115094e-07,2.208045491777531e-07,3.221234522445488e-07,3.6072386616017415e-05,3.268701969074774e-05,3.945775354128709e-05,2.7146400071115092e-05,2.2080454917775307e-05,3.2212345224454874e-05,2.106133742544675e-06,1.6774687833952535e-06,2.5347987016940966e-06,0.0002779476175787974,0.00025377601933203385,0.000302119215825561,2.71464000711151e-06,2.208045491777531e-06,3.2212345224454888e-06
gamma,500,10,3.7470878980685347e-06,1.114926964735032e-06,6.379248831402038e-06,0.0010035815381624767,0.0006404828885650522,0.0013666801877599013,7.494175796137069e-09,2.2298539294700626e-09,1.2758497662804076e-08,2.007163076324953e-06,1.2809657771301038e-06,2.7333603755198024e-06,3.7470878980685347e-06,1.114926964735032e-06,6.379248831402038e-06,3.2834913013415996e-06,1.2003586737736196e-06,5.3666239289095795e-06,0.0009280596017953865,0.0006466182079023443,0.0012095009956884287,1.675748651549609e-07,4.98610496619008e-08,2.85288680648021e-07
gamma,500,15,3.2106956452522238e-06,2.86923913837107e-07,6.1344673766673405e-06,0.0009156891240925544,0.0004916686905871081,0.0013397095575980007,6.421391290504448e-09,5.738478276742143e-10,1.2268934753334681e-08,1.8313782481851083e-06,9.833373811742156e-07,2.679419115196001e-06,3.2106956452522238e-06,2.86923913837107e-07,6.1344673766673405e-06,1.7945000653864525e-06,2.624466630231587e-07,3.3265534677497465e-06,0.0005467343005678751,0.00030701373605076404,0.0007864548650849861,1.4358667435693046e-07,1.2831627514201266e-08,2.7434172119965964e-07
gamma,500,20,1.1780807280136113e-05,4.939760590932955e-06,1.862185396933927e-05,0.0017053811243882757,0.0011658679295490021,0.0022448943192275492,2.3561614560272225e-08,9.879521181865907e-09,3.7243707938678546e-08,3.410762248776552e-06,2.331735859098005e-06,4.489788638455099e-06,1.1780807280136113e-05,4.939760590932955e-06,1.862185396933927e-05,5.005856575732087e-06,2.061540953297469e-06,7.950172198166704e-06,0.0007364719845852229,0.00046015835534836093,0.0010127856138220847,5.26853718164175e-07,2.2091280947801225e-07,8.327946268503377e-07
gamma,500,25,7.655442438351896e-06,2.7205901216095705e-06,1.2590294755094222e-05,0.0014050923879134385,0.0010116460002215929,0.0017985387756052841,1.5310884876703797e-08,5.441180243219145e-09,2.518058951018845e-08,2.8101847758268767e-06,2.0232920004431854e-06,3.597077551210568e-06,7.655442438351896e-06,2.7205901216095705e-06,1.2590294755094222e-05,2.62405930623847e-06,8.847262331466294e-07,4.36339237933031e-06,0.0004803980345032,0.0003406780456174087,0.0006201180233889913,3.423617937998317e-07,1.2166848901666845e-07,5.63055098582995e-07
