Distribution,Sample Size,Bin Count,CI_HDEM_MSE_Mean,CI_HDEM_MSE_Lower,CI_HDEM_MSE_Upper,CI_HDEM_MAE_Mean,CI_HDEM_MAE_Lower,CI_HDEM_MAE_Upper,CI_HDEM_Normalized MSE_Mean,CI_HDEM_Normalized MSE_Lower,CI_HDEM_Normalized MSE_Upper,CI_HDEM_Normalized MAE_Mean,CI_HDEM_Normalized MAE_Lower,CI_HDEM_Normalized MAE_Upper,CI_HDEM_IMSE_Mean,CI_HDEM_IMSE_Lower,CI_HDEM_IMSE_Upper,CI_HDEM_MISE_Mean,CI_HDEM_MISE_Lower,CI_HDEM_MISE_Upper,CI_HDEM_MIAE_Mean,CI_HDEM_MIAE_Lower,CI_HDEM_MIAE_Upper,CI_HDEM_AMISE_Mean,CI_HDEM_AMISE_Lower,CI_HDEM_AMISE_Upper
expon,10000,100,5.9599525416647515e-08,4.269612182861751e-08,7.650292900467752e-08,0.00013500297003984907,0.00012158069290006271,0.00014842524717963545,5.959952541664751e-12,4.26961218286175e-12,7.650292900467751e-12,1.3500297003984907e-08,1.215806929000627e-08,1.4842524717963544e-08,5.9599525416647515e-08,4.269612182861751e-08,7.650292900467752e-08,5.846511678991145e-09,4.147206203647609e-09,7.545817154334682e-09,1.318371461761444e-05,1.1777108432590212e-05,1.4590320802638668e-05,5.959952541664752e-10,4.2696121828617514e-10,7.650292900467752e-10
expon,50000,10,0.00018075112933785915,-0.00022813042426049934,0.0005896326829362177,0.0022274388369822647,-0.002753251449463509,0.007208129123428038,3.6150225867571835e-09,-4.562608485209987e-09,1.1792653658724355e-08,4.45487767396453e-08,-5.50650289892702e-08,1.441625824685608e-07,0.00018075112933785915,-0.00022813042426049934,0.0005896326829362177,0.00033929031619163766,-0.00042823163014756233,0.0011068122625308378,0.0041622991233619105,-0.005191812698812848,0.01351641094553667,8.083436244186192e-07,-1.0202302727646877e-06,2.636917521601926e-06
expon,50000,15,2.4715740915230676e-09,-5.023842055771712e-10,5.445532388623306e-09,2.272990461354682e-05,1.0480886622575372e-05,3.4978922604518265e-05,4.943148183046136e-14,-1.0047684111543404e-14,1.0891064777246613e-13,4.545980922709364e-10,2.0961773245150744e-10,6.995784520903653e-10,2.4715740915230676e-09,-5.023842055771712e-10,5.445532388623306e-09,1.9192593849655842e-09,-5.193945812114961e-10,4.3579133511426645e-09,1.736898036647574e-05,7.494797049497937e-06,2.7243163683453547e-05,1.1053215360145733e-11,-2.2467304689855657e-12,2.4353161189277033e-11
expon,50000,20,7.055856535273896e-10,2.9732212433584347e-10,1.1138491827189357e-09,1.4478597645083781e-05,9.58128525505856e-06,1.9375910035109003e-05,1.4111713070547793e-14,5.946442486716872e-15,2.2276983654378714e-14,2.8957195290167557e-10,1.9162570510117115e-10,3.8751820070218e-10,7.055856535273896e-10,2.9732212433584347e-10,1.1138491827189357e-09,3.9322269791201653e-10,1.6048419879352256e-10,6.259611970305105e-10,8.079674682868288e-06,5.207226777154935e-06,1.095212258858164e-05,3.155474970471715e-12,1.3296649624591812e-12,4.981284978484249e-12
expon,50000,25,4.414744428405629e-08,-4.8393400891750547e-08,1.3668828945986314e-07,4.374723919649101e-05,-8.633278745414354e-06,9.612775713839638e-05,8.829488856811258e-13,-9.678680178350109e-13,2.7337657891972623e-12,8.749447839298203e-10,-1.726655749082873e-10,1.9225551427679278e-09,4.414744428405629e-08,-4.8393400891750547e-08,1.3668828945986314e-07,2.5998750483549725e-08,-2.8754376608011967e-08,8.075187757511141e-08,2.4069531262508496e-05,-7.403284948816038e-06,5.554234747383303e-05,1.974333729040688e-10,-2.1642186811270642e-10,6.11288613920844e-10
expon,50000,30,8.402635508048251e-10,5.247393095635113e-10,1.1557877920461389e-09,1.657162250747849e-05,1.337986629761021e-05,1.9763378717346766e-05,1.68052710160965e-14,1.0494786191270223e-14,2.311575584092278e-14,3.314324501495698e-10,2.675973259522042e-10,3.9526757434693535e-10,8.402635508048251e-10,5.247393095635113e-10,1.1557877920461389e-09,3.0735429170428185e-10,1.9500631601656202e-10,4.1970226739200167e-10,6.06876646175062e-06,4.993990133653043e-06,7.143542789848196e-06,3.757772837229875e-12,2.346705533300634e-12,5.1688401411591155e-12
expon,50000,50,1.4679048929160254e-09,7.101893893953376e-10,2.2256203964367133e-09,1.939820469146207e-05,1.448459743909927e-05,2.431181194382487e-05,2.935809785832051e-14,1.4203787787906751e-14,4.451240792873427e-14,3.8796409382924146e-10,2.8969194878198545e-10,4.862362388764974e-10,1.4679048929160254e-09,7.101893893953376e-10,2.2256203964367133e-09,3.5929072730393513e-10,1.485975148156446e-10,5.699839397922257e-10,4.62193342959822e-06,3.2482549669464596e-06,5.995611892249981e-06,6.564670250129564e-12,3.1760635031740856e-12,9.953276997085043e-12
expon,50000,100,3.552164931318164e-09,2.105048117338375e-09,4.999281745297953e-09,3.0817862515015376e-05,2.5041868748323574e-05,3.6593856281707175e-05,7.104329862636328e-14,4.210096234676749e-14,9.998563490595907e-14,6.163572503003075e-10,5.008373749664715e-10,7.318771256341435e-10,3.552164931318164e-09,2.105048117338375e-09,4.999281745297953e-09,3.7887413381335623e-10,2.0465428313615184e-10,5.530939844905606e-10,3.267361585281388e-06,2.572043926223733e-06,3.962679244339043e-06,1.588576450743657e-11,9.414061372553118e-12,2.2357467642320023e-11
expon,100000,10,5.0106226652293496e-05,-2.5463346196546707e-05,0.0001256757995011337,0.0016139604663024116,-0.0007640860124215256,0.003992006945026349,5.01062266522935e-10,-2.5463346196546684e-10,1.2567579950113369e-09,1.6139604663024116e-08,-7.640860124215255e-09,3.9920069450263486e-08,5.0106226652293496e-05,-2.5463346196546707e-05,0.0001256757995011337,7.00053499815552e-05,-3.55849491978847e-05,0.0001755956491609951,0.0022486572959112584,-0.0010762383180285611,0.005573552909851078,1.5844980117788117e-07,-8.05221708304731e-08,3.9742177318623543e-07
expon,100000,15,7.256179735054071e-06,-9.155478442489163e-06,2.3667837912597307e-05,0.00043581909998115334,-0.0005079849151566596,0.0013796231151189662,7.256179735054072e-11,-9.155478442489162e-11,2.36678379125973e-10,4.358190999811533e-09,-5.079849151566595e-09,1.3796231151189661e-08,7.256179735054071e-06,-9.155478442489163e-06,2.3667837912597307e-05,6.94401495558647e-06,-8.761992587979403e-06,2.265002249915234e-05,0.0004147347625954909,-0.0004890720865898377,0.0013185416117808195,2.2946055074327995e-08,-2.8952164946836662e-08,7.484427509549265e-08
expon,100000,20,4.3704721359015363e-10,2.5498307148378977e-10,6.191113556965175e-10,1.0863671727935209e-05,8.253542898130521e-06,1.3473800557739896e-05,4.370472135901537e-15,2.5498307148378987e-15,6.191113556965175e-15,1.0863671727935209e-10,8.253542898130521e-11,1.3473800557739895e-10,4.3704721359015363e-10,2.5498307148378977e-10,6.191113556965175e-10,2.5666122959322703e-10,1.4993083734212483e-10,3.6339162184432925e-10,6.4246017591834356e-06,4.757889914499407e-06,8.091313603867464e-06,1.3820646399749813e-12,8.063272706743057e-13,1.9578020092756568e-12
expon,100000,25,3.368857647164913e-10,1.1504525072329825e-10,5.587262787096843e-10,9.543630919884354e-06,7.04465951095745e-06,1.2042602328811257e-05,3.368857647164913e-15,1.1504525072329827e-15,5.587262787096843e-15,9.543630919884352e-11,7.044659510957448e-11,1.2042602328811257e-10,3.368857647164913e-10,1.1504525072329825e-10,5.587262787096843e-10,1.50405368709251e-10,5.003438700734022e-11,2.507763504111618e-10,4.274912645610425e-06,3.1744775952891516e-06,5.375347695931698e-06,1.0653263277917012e-12,3.63805026270756e-13,1.7668476293126464e-12
expon,100000,30,3.477612099856208e-10,2.178531246344873e-10,4.776692953367544e-10,1.0696274612060292e-05,8.75315689343941e-06,1.2639392330681174e-05,3.4776120998562074e-15,2.1785312463448723e-15,4.7766929533675425e-15,1.0696274612060291e-10,8.75315689343941e-11,1.2639392330681172e-10,3.477612099856208e-10,2.178531246344873e-10,4.776692953367544e-10,1.3061820757188258e-10,7.85315470379391e-11,1.8270486810582607e-10,3.994801480758457e-06,3.202871652302144e-06,4.78673130921477e-06,1.0997175054106533e-12,6.889120692295169e-13,1.5105229415917896e-12
expon,100000,50,6.506816311141542e-10,3.2569639219499517e-10,9.756668700333132e-10,1.2733648996141059e-05,1.0293388067111014e-05,1.5173909925171103e-05,6.506816311141541e-15,3.256963921949951e-15,9.75666870033313e-15,1.273364899614106e-10,1.0293388067111016e-10,1.5173909925171105e-10,6.506816311141542e-10,3.2569639219499517e-10,9.756668700333132e-10,1.6691989489003505e-10,7.351674463717433e-11,2.6032304514289577e-10,3.1743981861099915e-06,2.43082882480974e-06,3.917967547410243e-06,2.0576359859542117e-12,1.0299424250356721e-12,3.085329546872751e-12
expon,100000,100,8.859399912867575e-10,5.746180480711471e-10,1.1972619345023678e-09,1.598224768878667e-05,1.353105738730908e-05,1.843343799026426e-05,8.859399912867576e-15,5.7461804807114726e-15,1.197261934502368e-14,1.5982247688786672e-10,1.353105738730908e-10,1.8433437990264264e-10,8.859399912867575e-10,5.746180480711471e-10,1.1972619345023678e-09,1.036164927380885e-10,6.414533632476343e-11,1.4308764915141355e-10,1.8547644208993174e-06,1.566504663794131e-06,2.143024178004504e-06,2.8015882426958815e-12,1.817101816544948e-12,3.786074668846815e-12
chi2,50,10,0.00012447736732171727,2.727693941107367e-05,0.00022167779523236085,0.005923752044019995,0.004026913074517295,0.007820591013522695,2.489547346434346e-06,5.455387882214739e-07,4.433555904647218e-06,0.00011847504088039989,8.053826149034588e-05,0.0001564118202704539,0.00012447736732171727,2.727693941107367e-05,0.00022167779523236085,0.00010953425492422661,3.8215737081920766e-05,0.00018085277276653247,0.00546995453307835,0.003932613041253863,0.007007296024902836,1.7603758107487008e-05,3.857541765516958e-06,3.134997444945706e-05
chi2,50,15,0.00016997337353507827,8.324330250647486e-05,0.0002567034445636817,0.008602206290061424,0.005220762122129174,0.011983650457993673,3.3994674707015654e-06,1.6648660501294976e-06,5.134068891273634e-06,0.0001720441258012285,0.00010441524244258353,0.00023967300915987347,0.00016997337353507827,8.324330250647486e-05,0.0002567034445636817,8.276202895787926e-05,4.567335958027848e-05,0.00011985069833548003,0.004288925744020502,0.0026976823614424943,0.0058801691265985105,2.4037865009561576e-05,1.1772380738138298e-05,3.630334928098485e-05
chi2,50,20,0.00012779600772008372,7.541070160285208e-05,0.00018018131383731536,0.007654843298243587,0.005675962162407136,0.009633724434080037,2.5559201544016745e-06,1.5082140320570416e-06,3.6036262767463073e-06,0.00015309686596487172,0.0001135192432481427,0.00019267448868160074,0.00012779600772008372,7.541070160285208e-05,0.00018018131383731536,5.633150182766434e-05,3.558311082839327e-05,7.707989282693542e-05,0.0034606704568736343,0.0026143575044187332,0.004306983409328536,1.8073084733487917e-05,1.0664683695482392e-05,2.5481485771493443e-05
chi2,50,25,0.00014025662786777864,8.747838923674856e-05,0.0001930348664988087,0.007995012474696398,0.006135030076860675,0.009854994872532122,2.8051325573555733e-06,1.7495677847349722e-06,3.860697329976174e-06,0.00015990024949392792,0.00012270060153721346,0.00019709989745064237,0.00014025662786777864,8.747838923674856e-05,0.0001930348664988087,4.9577414963304295e-05,3.083985521011786e-05,6.831497471649073e-05,0.002861087466077778,0.0021279092680164748,0.003594265664139081,1.9835282534332876e-05,1.2371312447316244e-05,2.729925262134951e-05
chi2,50,30,0.00010281768000388564,7.767220478956019e-05,0.0001279631552182111,0.007194275734269015,0.006328215842144541,0.008060335626393491,2.056353600077713e-06,1.5534440957912037e-06,2.559263104364222e-06,0.00014388551468538032,0.0001265643168428908,0.00016120671252786982,0.00010281768000388564,7.767220478956019e-05,0.0001279631552182111,3.2421292760538414e-05,1.8211359539530234e-05,4.6631225981546594e-05,0.002159388977270926,0.0017100989348601487,0.0026086790196817033,1.4540615751323203e-05,1.0984508543281647e-05,1.8096722959364762e-05
chi2,50,50,8.746164426303304e-05,7.4409085659158e-05,0.00010051420286690808,0.00646387006628648,0.005859947169284784,0.007067792963288176,1.7492328852606611e-06,1.4881817131831603e-06,2.010284057338162e-06,0.00012927740132572955,0.00011719894338569565,0.00014135585926576346,8.746164426303304e-05,7.4409085659158e-05,0.00010051420286690808,1.610593597662441e-05,1.2134419573370884e-05,2.007745237987794e-05,0.0011559512858840793,0.000966405749888043,0.0013454968218801157,1.2368944350423232e-05,1.052303381029626e-05,1.4214854890550204e-05
chi2,50,100,5.668131678572885e-05,4.7533525606908414e-05,6.582910796454928e-05,0.004960431397152891,0.004538659612324394,0.005382203181981388,1.1336263357145769e-06,9.506705121381682e-07,1.3165821592909857e-06,9.920862794305781e-05,9.077319224648786e-05,0.00010764406363962776,5.668131678572885e-05,4.7533525606908414e-05,6.582910796454928e-05,5.1446173041510945e-06,3.9310153803425296e-06,6.3582192279596595e-06,0.00044328509912845834,0.00038491426585843556,0.0005016559323984811,8.015948693154349e-06,6.7222556580698665e-06,9.309641728238831e-06
chi2,100,10,4.2392575886898705e-05,5.077023396826156e-06,7.970812837697125e-05,0.003443858852225408,0.0021362527838656884,0.004751464920585128,4.2392575886898696e-07,5.077023396826149e-08,7.970812837697124e-07,3.443858852225408e-05,2.1362527838656887e-05,4.7514649205851274e-05,4.2392575886898705e-05,5.077023396826156e-06,7.970812837697125e-05,4.0219416304319395e-05,1.2272003372635413e-05,6.816682923600337e-05,0.0035349230004131467,0.002562273118389958,0.004507572882436335,4.23925758868987e-06,5.077023396826162e-07,7.970812837697124e-06
chi2,100,15,3.986786644537137e-05,2.071247839613033e-05,5.9023254494612416e-05,0.0036141197242326437,0.0027909141811835354,0.004437325267281752,3.9867866445371367e-07,2.0712478396130323e-07,5.902325449461241e-07,3.614119724232644e-05,2.790914181183536e-05,4.437325267281752e-05,3.986786644537137e-05,2.071247839613033e-05,5.9023254494612416e-05,2.4840442696189703e-05,1.1694833935935164e-05,3.798605145644424e-05,0.002355207180464064,0.0015439885573181695,0.0031664258036099586,3.9867866445371366e-06,2.0712478396130322e-06,5.902325449461241e-06
chi2,100,20,3.6631772491170575e-05,1.738683600310801e-05,5.587670897923314e-05,0.003948115423607491,0.002846648392903623,0.00504958245431136,3.6631772491170573e-07,1.738683600310801e-07,5.587670897923313e-07,3.948115423607491e-05,2.846648392903623e-05,5.049582454311359e-05,3.6631772491170575e-05,1.738683600310801e-05,5.587670897923314e-05,2.0109130904480286e-05,7.861129387013864e-06,3.235713242194671e-05,0.0020927571598662502,0.0013291786871356514,0.002856335632596849,3.663177249117057e-06,1.7386836003108003e-06,5.587670897923314e-06
chi2,100,25,4.270323138753195e-05,2.5652598818531237e-05,5.975386395653267e-05,0.004457803116010385,0.0036332319884105923,0.0052823742436101774,4.2703231387531946e-07,2.565259881853123e-07,5.975386395653266e-07,4.457803116010384e-05,3.6332319884105916e-05,5.2823742436101766e-05,4.270323138753195e-05,2.5652598818531237e-05,5.975386395653267e-05,1.8221998193399825e-05,1.2225151317815875e-05,2.4218845068983775e-05,0.001938288530799247,0.0015960944702711627,0.002280482591327331,4.2703231387531955e-06,2.5652598818531243e-06,5.975386395653267e-06
chi2,100,30,4.1356867434075695e-05,3.037520017771456e-05,5.233853469043683e-05,0.004459671408282527,0.003772581634215025,0.005146761182350029,4.1356867434075693e-07,3.0375200177714554e-07,5.233853469043683e-07,4.4596714082825265e-05,3.7725816342150246e-05,5.146761182350028e-05,4.1356867434075695e-05,3.037520017771456e-05,5.233853469043683e-05,1.3772943745549963e-05,1.0373750979630262e-05,1.7172136511469664e-05,0.0015067888336122368,0.001332904162709569,0.0016806735045149046,4.135686743407569e-06,3.037520017771456e-06,5.233853469043683e-06
chi2,100,50,3.970570946895387e-05,3.049983427478792e-05,4.891158466311982e-05,0.004136265185085565,0.0036530301171426353,0.004619500253028495,3.9705709468953874e-07,3.049983427478793e-07,4.891158466311981e-07,4.136265185085565e-05,3.653030117142635e-05,4.619500253028495e-05,3.970570946895387e-05,3.049983427478792e-05,4.891158466311982e-05,9.193727763327392e-06,6.1069696498478135e-06,1.228048587680697e-05,0.0009293862123404162,0.0007750953002727717,0.0010836771244080608,3.9705709468953875e-06,3.0499834274787927e-06,4.891158466311982e-06
chi2,100,100,2.654329411957439e-05,2.372951723789426e-05,2.9357071001254525e-05,0.0036874769896816767,0.003391567442221571,0.003983386537141783,2.654329411957439e-07,2.3729517237894258e-07,2.9357071001254523e-07,3.687476989681678e-05,3.3915674422215716e-05,3.983386537141784e-05,2.654329411957439e-05,2.372951723789426e-05,2.9357071001254525e-05,2.497282842714491e-06,1.9206615788028295e-06,3.0739041066261524e-06,0.00033589717073551187,0.0002936107850049695,0.00037818355646605426,2.654329411957439e-06,2.3729517237894257e-06,2.935707100125452e-06
chi2,500,10,2.9859247911160608e-06,1.66949899052611e-06,4.302350591706012e-06,0.0009839358518499992,0.0007006085344678592,0.0012672631692321392,5.971849582232121e-09,3.33899798105222e-09,8.604701183412022e-09,1.967871703699998e-06,1.401217068935718e-06,2.534526338464278e-06,2.9859247911160608e-06,1.66949899052611e-06,4.302350591706012e-06,4.149132180731685e-06,2.1336614918611015e-06,6.164602869602268e-06,0.0013760079782699846,0.0009005773369032712,0.001851438619636698,1.3353461617274744e-07,7.466226462367318e-08,1.924069677218217e-07
chi2,500,15,1.9504420352159994e-06,8.125753587081645e-07,3.088308711723834e-06,0.0008076760838595526,0.0005465504275696351,0.00106880174014947,3.900884070431999e-09,1.6251507174163285e-09,6.176617423447669e-09,1.6153521677191048e-06,1.09310085513927e-06,2.1376034802989395e-06,1.9504420352159994e-06,8.125753587081645e-07,3.088308711723834e-06,1.9691961206471802e-06,5.727852200280245e-07,3.365607021266336e-06,0.0007786644618832988,0.00046619661227553306,0.0010911323114910646,8.722641953832026e-08,3.633947477825461e-08,1.3811336429838592e-07
chi2,500,20,3.8113759205524505e-06,1.0915677349447152e-06,6.531184106160186e-06,0.001072720736725446,0.0006233827133187647,0.0015220587601321271,7.622751841104903e-09,2.1831354698894327e-09,1.3062368212320372e-08,2.145441473450892e-06,1.2467654266375297e-06,3.044117520264254e-06,3.8113759205524505e-06,1.0915677349447152e-06,6.531184106160186e-06,2.3168370239613283e-06,8.43379219076707e-07,3.79029482884595e-06,0.0006907127012092399,0.0004644953272638315,0.0009169300751546483,1.7044991292322236e-07,4.8816393147637156e-08,2.9208343269880754e-07
chi2,500,25,2.736646463581624e-06,1.788663858659004e-06,3.684629068504244e-06,0.0009690127210384529,0.0007539623655905771,0.0011840630764863287,5.4732929271632485e-09,3.5773277173180086e-09,7.369258137008488e-09,1.938025442076906e-06,1.5079247311811545e-06,2.3681261529726575e-06,2.736646463581624e-06,1.788663858659004e-06,3.684629068504244e-06,1.4922333361880363e-06,9.730417882001054e-07,2.0114248841759673e-06,0.000523747269716547,0.0004113225617361679,0.0006361719776969262,1.223865504590583e-07,7.99914795371722e-08,1.6478162138094441e-07
chi2,500,30,6.167340511328698e-06,3.1086243772348043e-06,9.226056645422591e-06,0.001487491894251922,0.0011778972849426598,0.0017970865035611841,1.2334681022657395e-08,6.217248754469607e-09,1.8452113290845185e-08,2.9749837885038444e-06,2.35579456988532e-06,3.5941730071223686e-06,6.167340511328698e-06,3.1086243772348043e-06,9.226056645422591e-06,3.2883872400077516e-06,5.911417036298219e-07,5.9856327763856814e-06,0.0007140415792243847,0.00045234250833020275,0.0009757406501185667,2.758118524743856e-07,1.3902190848019944e-07,4.126017964685718e-07
chi2,500,50,4.703277026159677e-06,3.451389680026013e-06,5.955164372293342e-06,0.0013412667587291468,0.0011757372942030045,0.0015067962232552892,9.406554052319354e-09,6.902779360052025e-09,1.1910328744586682e-08,2.6825335174582936e-06,2.351474588406009e-06,3.013592446510578e-06,4.703277026159677e-06,3.451389680026013e-06,5.955164372293342e-06,1.3634053489221523e-06,8.587010445889654e-07,1.8681096532553393e-06,0.00037823095557369647,0.00031390260957409077,0.00044255930157330217,2.1033694295012187e-07,1.5435083882758825e-07,2.663230470726555e-07
chi2,500,100,3.7602138817415526e-06,3.0571660821312424e-06,4.463261681351863e-06,0.0012073004527344716,0.0010872760328944125,0.0013273248725745306,7.520427763483104e-09,6.114332164262483e-09,8.926523362703725e-09,2.414600905468943e-06,2.1745520657888252e-06,2.654649745149061e-06,3.7602138817415526e-06,3.0571660821312424e-06,4.463261681351863e-06,5.244174686987942e-07,3.9906813555257703e-07,6.497668018450114e-07,0.00016662885175842927,0.0001433948104411634,0.00018986289307569514,1.6816187699024933e-07,1.3672062356304324e-07,1.996031304174554e-07
chi2,1000,10,1.5826969928915752e-06,6.005892778226776e-07,2.564804707960473e-06,0.0006676504119557129,0.000457303675012898,0.0008779971488985278,1.5826969928915752e-09,6.005892778226776e-10,2.5648047079604726e-09,6.676504119557128e-07,4.5730367501289787e-07,8.779971488985276e-07,1.5826969928915752e-06,6.005892778226776e-07,2.564804707960473e-06,1.9878369217072745e-06,8.376630759286103e-07,3.1380107674859386e-06,0.0008736497480551244,0.0006297827935607405,0.0011175167025495082,5.004927343436701e-08,1.8992300561953135e-08,8.110624630678089e-08
chi2,1000,15,7.665367481574113e-07,1.0372601067463842e-07,1.4293474856401843e-06,0.00047050227553035973,0.0002357295685811409,0.0007052749824795786,7.665367481574113e-10,1.0372601067463809e-10,1.4293474856401845e-09,4.705022755303597e-07,2.3572956858114086e-07,7.052749824795785e-07,7.665367481574113e-07,1.0372601067463842e-07,1.4293474856401843e-06,8.712645165845149e-07,-5.248016991008405e-09,1.7477770501600384e-06,0.0005171113356876253,0.00019547142809257106,0.0008387512432826795,2.4240020343962974e-08,3.2801044633479568e-09,4.519993622457799e-08
chi2,1000,20,7.69449629986403e-07,3.596520095524511e-07,1.179247250420355e-06,0.000536104003431726,0.0003401365172432739,0.000732071489620178,7.69449629986403e-10,3.596520095524511e-10,1.179247250420355e-09,5.36104003431726e-07,3.4013651724327394e-07,7.32071489620178e-07,7.69449629986403e-07,3.596520095524511e-07,1.179247250420355e-06,5.359631220410348e-07,2.5982156115735464e-07,8.12104682924715e-07,0.00038049487560989144,0.0002482639106609604,0.0005127258405588225,2.4332133755308277e-08,1.1373195152423807e-08,3.7291072358192746e-08
chi2,1000,25,1.5280729245966024e-06,6.048643320426116e-07,2.4512815171505935e-06,0.00067532291922538,0.0004878993331930265,0.0008627465052577334,1.5280729245966026e-09,6.048643320426119e-10,2.4512815171505936e-09,6.753229192253799e-07,4.878993331930266e-07,8.627465052577333e-07,1.5280729245966024e-06,6.048643320426116e-07,2.4512815171505935e-06,9.580554680928596e-07,2.804783615954167e-07,1.6356325745903026e-06,0.00040053128867649745,0.00024332584044163135,0.0005577367369113636,4.832190872559997e-08,1.9127489646510206e-08,7.751632780468974e-08
chi2,1000,30,1.062771873714738e-06,6.738150928030101e-07,1.451728654626466e-06,0.0006309391765823958,0.0005066842021362695,0.0007551941510285221,1.0627718737147377e-09,6.738150928030099e-10,1.4517286546264657e-09,6.309391765823958e-07,5.066842021362695e-07,7.551941510285221e-07,1.062771873714738e-06,6.738150928030101e-07,1.451728654626466e-06,5.651472662727841e-07,3.6552097348337046e-07,7.647735590621978e-07,0.00033518165260130366,0.0002630740142711654,0.00040728929093144194,3.3607797541034053e-08,2.1307904150552414e-08,4.590769093151569e-08
chi2,1000,50,1.504949654429735e-06,6.163238130237082e-07,2.393575495835762e-06,0.0007052442277285336,0.0005537689256812318,0.0008567195297758353,1.5049496544297351e-09,6.163238130237081e-10,2.393575495835762e-09,7.052442277285336e-07,5.537689256812319e-07,8.567195297758354e-07,1.504949654429735e-06,6.163238130237082e-07,2.393575495835762e-06,5.192491395110191e-07,1.6807519049695616e-07,8.70423088525082e-07,0.0002291863772301343,0.000153478385345651,0.00030489436911461756,4.759068671881274e-08,1.9489870253546656e-08,7.569150318407883e-08
chi2,1000,100,1.7366227357349838e-06,1.3952207405076978e-06,2.07802473096227e-06,0.0007775150445504886,0.0007065822757335249,0.0008484478133674524,1.7366227357349837e-09,1.3952207405076979e-09,2.0780247309622696e-09,7.775150445504887e-07,7.06582275733525e-07,8.484478133674524e-07,1.7366227357349838e-06,1.3952207405076978e-06,2.07802473096227e-06,2.4914586637887357e-07,1.9758566170700582e-07,3.0070607105074134e-07,0.00011109001373432994,0.00010013777310751072,0.00012204225436114916,5.491683281355234e-08,4.412075378711076e-08,6.571291183999393e-08
chi2,5000,10,7.063865446322127e-08,2.090060400438306e-08,1.2037670492205948e-07,0.0001329191504128133,8.292815949051653e-05,0.00018291014133511006,1.4127730892644254e-11,4.180120800876613e-12,2.4075340984411892e-11,2.6583830082562654e-08,1.6585631898103302e-08,3.658202826702201e-08,7.063865446322127e-08,2.090060400438306e-08,1.2037670492205948e-07,1.1536601418635717e-07,3.870109044427179e-08,1.9203093792844257e-07,0.0002234331757268048,0.00014491639529829047,0.0003019499561553191,9.989814316967428e-10,2.9557917644787954e-10,1.702383686945606e-09
chi2,5000,15,4.9610185788446975e-08,6.8550076527234996e-09,9.236536392417045e-08,0.0001238122766246469,6.726937519628499e-05,0.00018035517805300882,9.922037157689396e-12,1.3710015305447013e-12,1.847307278483409e-11,2.476245532492938e-08,1.3453875039256995e-08,3.6071035610601766e-08,4.9610185788446975e-08,6.8550076527234996e-09,9.236536392417045e-08,6.184975614677209e-08,5.14417957170243e-09,1.1855533272184175e-07,0.0001542402763282262,7.809517953109828e-05,0.00023038537312535412,7.01593975738707e-10,9.694444792652936e-11,1.3062435035508846e-09
chi2,5000,20,3.9817185724999125e-08,9.520291931660001e-09,7.011407951833825e-08,0.00010506783953727087,6.76149905280096e-05,0.00014252068854653214,7.963437144999825e-12,1.904058386332e-12,1.402281590366765e-11,2.101356790745418e-08,1.3522998105601924e-08,2.8504137709306435e-08,3.9817185724999125e-08,9.520291931660001e-09,7.011407951833825e-08,3.899619562493963e-08,3.08006905898806e-09,7.49123221908912e-08,9.675395939552101e-05,5.1539159888852404e-05,0.00014196875890218962,5.631000406782214e-10,1.3463725967504707e-10,9.915628216813957e-10
chi2,5000,25,5.106839723926078e-08,1.619582441041744e-08,8.594097006810413e-08,0.0001141848714519595,7.333561478720292e-05,0.00015503412811671607,1.0213679447852155e-11,3.239164882083487e-12,1.7188194013620823e-11,2.2836974290391898e-08,1.4667122957440584e-08,3.1006825623343214e-08,5.106839723926078e-08,1.619582441041744e-08,8.594097006810413e-08,4.205978407920878e-08,9.464429854465607e-09,7.465513830395195e-08,9.062194160295167e-05,5.170417184536077e-05,0.00012953971136054257,7.222161998441931e-10,2.2904354535025571e-10,1.2153888543381304e-09
chi2,5000,30,8.5177526367783e-08,4.649263585438518e-08,1.2386241688118082e-07,0.00016434844427704368,0.00011919186106109384,0.00020950502749299353,1.7035505273556603e-11,9.29852717087704e-12,2.4772483376236168e-11,3.286968885540874e-08,2.3838372212218775e-08,4.190100549859871e-08,8.5177526367783e-08,4.649263585438518e-08,1.2386241688118082e-07,5.728585408522648e-08,2.3853916519591354e-08,9.07177916508616e-08,0.00010681679511114,6.518130931540219e-05,0.00014845228090687782,1.2045921299871064e-09,6.575051617574515e-10,1.7516790982167612e-09
chi2,5000,50,8.890963890646019e-08,3.801860254274096e-08,1.398006752701794e-07,0.00016942985271422252,0.0001386951810100834,0.00020016452441836164,1.7781927781292034e-11,7.603720508548188e-12,2.796013505403588e-11,3.3885970542844503e-08,2.7739036202016682e-08,4.0032904883672325e-08,8.890963890646019e-08,3.801860254274096e-08,1.398006752701794e-07,3.0706920403479717e-08,1.3512736356972895e-08,4.790110444998654e-08,5.858218728328891e-05,4.7499726825234784e-05,6.966464774134303e-05,1.2573721716721056e-09,5.376642333841647e-10,1.9770801099600466e-09
